Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse
2025-12-31,-1.8,-1154.13,1.1,6.1,0.66,-4.22,-1.7455,-8.44,ONRYT
2024-06-30,,,,,,,,,ORGE
2024-09-30,,,,,,,,,ORGE
2024-12-31,52.73,4.32,1.48,4.77,-0.04,11.17,3.5822,4.73,ORGE
2025-03-31,52.3,6.44,0.34,4.53,-0.08,3.01,1.0943,15.49,ORGE
2025-06-30,63.72,5.64,1.61,4.89,-0.01,2.96,1.2082,14.03,ORGE
2025-09-30,64.81,6.23,1.23,5.57,0.01,3.86,1.7504,9.68,ORGE
2025-12-31,36.29,2.65,0.38,6.08,-0.14,6.4,3.2143,5.27,ORGE
2024-06-30,,,,,,,,,OSMEN
2024-09-30,12.02,107.2,5.71,2.01,-0.46,10.15,0.5095,3.73,OSMEN
2024-12-31,25.32,53.86,3.48,1.88,-1.35,-4.28,-0.2165,-8.78,OSMEN
2025-03-31,15.86,84.11,4.29,1.96,-0.86,0.79,0.0445,42.66,OSMEN
2025-06-30,12.24,77.84,1.73,1.93,-9.32,-2.2,-0.1259,-15.09,OSMEN
2025-09-30,11.4,69.15,2.11,1.85,-0.37,3.28,0.2059,9.23,OSMEN
2024-06-30,,,,,,,,,OSTIM
2024-09-30,3.25,639.22,2.01,3.46,-0.28,-10.12,-0.2845,-2.46,OSTIM
2024-12-31,-139.42,-20.09,7.4,2.6,0.02,11.77,0.3982,1.76,OSTIM
2025-03-31,19.73,151.29,9.91,2.75,1.8,-1.48,-0.0544,-12.88,OSTIM
2025-06-30,25.4,161.73,0.61,2.45,-22.21,-0.4,-0.0154,-45.55,OSTIM
2025-09-30,15.98,149.41,2.85,2.59,0.79,-0.09,-0.0037,-191.72,OSTIM
2024-06-30,,,,,,,,,OTKAR
2024-09-30,14.92,140.64,25.14,1.36,3.42,-14.52,-10.0376,-9.28,OTKAR
2024-12-31,18.51,103.46,17.87,1.4,3.22,-6.57,-5.8709,-15.86,OTKAR
2025-03-31,14.63,153.22,21.51,1.02,2.51,-5.5,-3.8611,-24.12,OTKAR
2025-06-30,27.67,67.03,14.12,1.05,1.83,4.61,3.4336,27.12,OTKAR
2025-12-31,16.28,73.41,11.16,1.04,3.45,-11.96,-8.5218,-10.93,OTKAR
2024-06-30,,,,,,,,,OYAKC
2024-09-30,,,,,,,,,OYAKC
2024-12-31,29.78,22.74,0.6,2.36,-0.49,3.07,0.3776,15.44,OYAKC
2025-03-31,25.75,20.0,0.77,1.8,-0.41,2.15,0.2049,28.45,OYAKC
2025-06-30,26.46,9.91,0.91,1.95,-0.14,7.78,0.8273,7.05,OYAKC
2025-09-30,29.99,17.81,0.78,1.93,-0.45,5.75,0.6981,8.35,OYAKC
2025-12-31,27.04,28.26,0.88,2.25,-0.6,2.35,0.3045,19.14,OYAKC
2024-06-30,,,,,,,,,OYAYO
2024-09-30,,,,,,,,,OYAYO
2024-12-31,7.05,45.89,,154.8,,-3.96,-0.2232,-66.31,OYAYO
2025-03-31,4.14,42.05,,289.66,,-6.86,-0.3987,-37.12,OYAYO
2025-06-30,10.86,17.61,,141.08,,5.91,0.3869,38.25,OYAYO
2025-09-30,13.43,23.84,,202.58,,1.62,0.1161,127.5,OYAYO
2025-12-31,22.7,27.75,,17.11,,3.25,0.2505,59.08,OYAYO
2024-06-30,,,,,,,,,OYYAT
2024-09-30,,,,,,,,,OYYAT
2024-12-31,21.6,28.45,8.04,1.89,1.23,5.21,1.7154,9.32,OYYAT
2025-03-31,41.03,21.52,18.47,1.54,2.24,-1.97,-0.5346,-29.9,OYYAT
2025-06-30,28.81,23.05,12.3,1.68,1.02,2.56,0.7556,21.16,OYYAT
2025-09-30,22.66,23.89,8.92,1.79,1.35,1.45,0.4682,34.15,OYYAT
2025-12-31,36.23,17.45,7.41,2.42,0.42,17.02,6.8896,2.32,OYYAT
2024-06-30,,,,,,,,,OZGYO
2024-09-30,,,10.27,0.81,0.31,-0.27,-0.0137,-37.66,OZGYO
2024-12-31,,,9.81,1.68,0.02,-17.15,-0.7301,-0.71,OZGYO
2025-03-31,80.77,65.19,2.29,1.86,-0.3,0.19,0.0097,53.53,OZGYO
2025-06-30,98.31,56.12,1.31,2.66,-0.36,0.12,0.0067,77.51,OZGYO
2025-09-30,82.42,55.84,1.14,3.92,-4.68,-0.56,-0.0323,-16.02,OZGYO
2024-06-30,,,,,,,,,OZKGY
2024-09-30,35.79,22.37,0.17,6.7,-0.0,3.92,1.2998,2.58,OZKGY
2024-12-31,22.67,32.48,27.48,6.19,-0.17,-0.39,-0.1327,-25.25,OZKGY
2025-03-31,-11.46,-179.27,3.07,5.26,-2.24,-0.52,-0.1929,-17.36,OZKGY
2025-06-30,24.51,48.76,2.29,5.22,-0.28,0.7,0.2768,12.1,OZKGY
2025-09-30,44.88,7.1,2.63,4.04,-0.12,1.7,0.7416,4.52,OZKGY
2024-06-30,,,,,,,,,OZSUB
2024-09-30,5.1,230.21,7.61,1.19,-7.45,-16.48,-0.862,-6.96,OZSUB
2024-12-31,11.33,118.71,8.76,1.21,-5.94,-10.56,-0.5331,-11.25,OZSUB
2025-03-31,12.56,80.49,8.97,1.09,2.75,-1.59,-0.0868,-69.16,OZSUB
2025-06-30,38.51,20.13,18.3,0.99,1.39,4.47,0.2454,24.45,OZSUB
2025-09-30,26.41,29.08,11.2,1.04,0.59,20.48,1.5366,3.9,OZSUB
2024-06-30,,,,,,,,,PAGYO
2024-09-30,75.9,5.47,0.66,1.18,-0.21,2.01,2.3717,10.84,PAGYO
2024-12-31,101.71,28.91,,1.19,-0.03,3.04,3.7639,6.83,PAGYO
2025-03-31,73.1,6.89,0.4,2.17,-0.4,0.45,0.6168,41.67,PAGYO
2025-06-30,80.54,5.92,0.1,0.8,-0.08,2.19,3.1311,8.21,PAGYO
2025-09-30,78.22,4.1,0.17,1.64,-0.27,1.18,1.8411,13.96,PAGYO
2024-06-30,,,,,,,,,PAMEL
2024-09-30,-10.09,-1040.83,228.58,0.88,0.11,-6.02,-1.8274,-11.37,PAMEL
2024-12-31,-45.04,-204.98,310.79,2.06,-0.0,-36.74,-8.709,-2.39,PAMEL
2025-03-31,-20.33,-1978.2,441.02,2.14,0.0,5.11,1.4051,14.79,PAMEL
2025-06-30,11.74,1616.98,291.89,2.82,-0.01,-5.08,-1.4056,-14.78,PAMEL
2025-09-30,-4.27,-2570.94,194.5,1.93,,-2.99,-0.8639,-24.05,PAMEL
2024-06-30,89.77,52.18,5.47,25.03,0.2,-11.21,-0.2181,-18.41,PAPIL
2024-09-30,-338.5,-77.7,118.35,9.66,0.1,-13.85,-0.266,-15.1,PAPIL
2024-12-31,37.13,24.15,2.3,14.36,-0.15,5.77,0.1249,32.14,PAPIL
2025-03-31,63.48,54.71,2.44,22.33,0.33,-34.81,-0.7729,-5.19,PAPIL
2025-06-30,-6.02,-542.58,2.63,23.27,-0.24,25.26,0.5775,6.95,PAPIL
2024-06-30,6.54,231.35,4.68,0.5,-59.35,-0.65,-0.5966,-34.43,PARSN
2024-09-30,9.2,205.29,6.85,0.47,12.07,-1.11,-1.0918,-18.81,PARSN
2024-12-31,1.19,1708.88,4.23,0.38,-4.38,-2.67,-2.8453,-7.22,PARSN
2025-03-31,6.48,226.51,3.48,0.44,-9.16,-4.26,-4.9263,-4.17,PARSN
2025-06-30,6.72,175.8,4.5,0.39,4.8,-2.23,-2.7456,-7.48,PARSN
2024-06-30,,,,,,,,,PASEU
2024-09-30,,,,,,,,,PASEU
2024-12-31,17.76,43.77,3.5,1.65,-0.01,11.36,0.3055,99.01,PASEU
2025-03-31,17.03,38.99,3.99,1.85,0.45,2.57,0.0786,384.76,PASEU
2025-06-30,29.59,54.91,4.26,1.86,0.94,0.83,0.0272,1113.52,PASEU
2025-09-30,28.03,24.06,9.37,2.06,0.9,1.31,0.0466,648.95,PASEU
2025-12-31,-23.51,-36.92,12.29,1.76,0.16,28.16,1.4708,20.57,PASEU
2024-06-30,,,,,,,,,PCILT
2024-09-30,8.12,36.04,0.35,1.32,-1.35,0.3,0.0328,236.7,PCILT
2024-12-31,7.06,97.29,0.28,1.23,-1.22,0.28,0.0285,272.66,PCILT
2025-03-31,9.33,3.22,,1.27,-0.58,7.66,0.918,8.46,PCILT
2025-06-30,6.7,13.26,0.01,1.3,-0.68,6.59,0.8821,8.81,PCILT
2025-09-30,7.19,12.08,0.08,1.32,-0.97,5.24,0.7307,10.63,PCILT
2024-06-30,99.98,117.88,346.11,1.14,0.85,23.17,0.141,24.13,PEKGY
2024-09-30,46.53,1310.85,198.27,1.45,-18.41,-5.06,-0.034,-100.08,PEKGY
2024-12-31,90.25,219.38,409.99,0.94,32.03,-7.41,-0.0472,-72.11,PEKGY
2025-03-31,75.53,51.0,198.47,0.95,2.25,3.89,0.0275,123.86,PEKGY
2025-09-30,43.02,173.26,440.41,3.03,1.78,-1.08,-0.0147,-231.87,PEKGY
2024-06-30,,,,,,,,,PENGD
2024-09-30,10.16,76.76,5.53,1.14,2.43,-0.57,-0.1054,-21.0,PENGD
2024-12-31,-13.61,-44.31,5.9,0.92,-2.41,-3.86,-0.7615,-2.91,PENGD
2025-03-31,-5.39,-225.61,6.67,0.83,-11.56,-2.43,-0.5148,-4.3,PENGD
2025-06-30,25.92,48.35,12.37,1.0,-23.57,-2.13,-0.4671,-4.74,PENGD
2025-09-30,13.43,42.5,3.39,1.09,1.58,1.58,0.3795,5.83,PENGD
2024-06-30,,,,,,,,,PENTA
2024-09-30,7.45,45.85,0.91,1.5,-0.36,4.5,0.3651,9.18,PENTA
2024-12-31,7.43,41.34,0.68,1.5,-0.64,3.3,0.2858,11.72,PENTA
2025-03-31,7.31,53.36,0.59,1.47,0.06,0.98,0.0912,36.71,PENTA
2025-06-30,6.86,68.66,0.89,1.41,-0.04,0.64,0.0635,52.79,PENTA
2025-09-30,6.9,61.55,0.93,1.42,0.72,0.62,0.0649,51.6,PENTA
2024-06-30,,,,,,,,,PETKM
2024-09-30,,,,,,,,,PETKM
2024-12-31,-2.8,-301.84,8.06,0.67,16.13,-10.65,-2.4527,-2.07,PETKM
2025-03-31,-5.59,-166.14,7.77,0.65,21.53,-4.3,-1.0166,-5.0,PETKM
2025-06-30,-2.22,-368.91,12.22,0.63,3.59,-0.9,-0.2296,-22.15,PETKM
2025-09-30,0.37,3892.19,7.57,0.65,3.18,-1.81,-0.4791,-10.61,PETKM
2025-12-31,-6.14,-5.29,22.59,0.56,4.24,-8.53,-2.1536,-2.36,PETKM
2024-06-30,,,,,,,,,PETUN
2024-09-30,,,,,,,,,PETUN
2024-12-31,21.1,62.73,8.1,1.12,2.13,-1.48,-0.3282,-8.74,PETUN
2025-03-31,21.53,48.6,8.81,1.4,1.11,1.1,0.267,10.74,PETUN
2025-06-30,18.02,62.56,9.07,1.35,1.78,0.68,0.1776,16.14,PETUN
2025-09-30,17.65,43.5,8.86,1.37,1.33,1.69,0.4728,6.06,PETUN
2025-12-31,19.4,42.39,12.19,1.32,2.08,-1.07,-0.3488,-8.22,PETUN
2024-06-30,,,,,,,,,PGSUS
2024-09-30,,,,,,,,,PGSUS
2024-12-31,17.12,32.29,8.31,1.26,5.2,2.62,3.9303,11.44,PGSUS
2025-03-31,-3.59,-192.57,8.96,1.06,12.34,-3.28,-5.2692,-8.54,PGSUS
2025-06-30,21.17,23.75,5.5,1.07,2.81,5.28,10.2649,4.38,PGSUS
2025-09-30,29.63,15.25,4.54,1.13,2.0,9.78,22.1152,2.03,PGSUS
2025-12-31,5.82,132.28,5.78,1.03,12.14,-0.19,-0.4488,-100.22,PGSUS
2024-06-30,,,,,,,,,PINSU
2024-09-30,,,,,,,,,PINSU
2024-12-31,57.6,84.22,16.1,0.66,0.87,-1.45,-0.1256,-21.7,PINSU
2025-03-31,46.51,112.09,13.99,0.66,1.5,-1.85,-0.1317,-20.69,PINSU
2025-06-30,51.71,91.86,10.82,0.65,1.19,-0.07,-0.0052,-528.67,PINSU
2025-09-30,53.57,76.8,5.5,0.68,0.62,2.9,0.2415,11.29,PINSU
2025-12-31,44.92,125.45,12.66,0.68,2.58,-0.82,-0.0708,-38.51,PINSU
2024-06-30,,,,,,,,,PKART
2024-09-30,4.93,35.18,,1.24,,0.0,0.6727,27.56,PKART
2024-12-31,6.14,-23.2,,1.7,,-15658.0,-2411.0449,-0.01,PKART
2025-03-31,4.86,66.01,,1.47,,-0.27,-0.0463,-400.41,PKART
2025-06-30,8.73,66.58,0.15,1.48,,0.34,0.0619,299.47,PKART
2025-09-30,7.48,50.47,,1.49,,-1.03,-0.1964,-94.37,PKART
2024-06-30,2.94,70.92,8.43,0.79,,3.18,0.0299,1321.2,PKENT
2024-09-30,53.0,1.18,1.89,1.7,,27.4,0.354,111.5,PKENT
2024-12-31,0.29,573.04,1.14,1.67,,-5.46,-0.0833,-473.63,PKENT
2024-06-30,,,,,,,,,PLTUR
2024-09-30,33.15,7.09,3.81,2.28,0.12,5.57,1.2839,4.69,PLTUR
2024-12-31,29.48,18.6,5.45,2.49,0.36,3.37,0.8481,7.1,PLTUR
2025-03-31,37.93,3.12,7.32,2.39,0.54,1.72,0.4858,12.39,PLTUR
2025-06-30,25.23,6.04,8.99,2.26,0.79,1.68,0.5091,11.82,PLTUR
2025-09-30,21.16,8.57,13.94,1.97,1.63,-0.67,-0.2164,-27.81,PLTUR
2024-06-30,,,,,,,,,PNLSN
2024-09-30,,,,,,,,,PNLSN
2024-12-31,14.58,22.46,0.3,1.6,-0.85,0.19,0.0697,188.74,PNLSN
2025-03-31,9.37,72.64,0.87,1.68,0.07,-2.45,-0.7557,-17.42,PNLSN
2025-06-30,12.97,30.31,0.15,1.53,-0.11,2.89,0.9622,13.68,PNLSN
2025-09-30,17.12,22.54,0.28,1.49,-0.01,2.58,0.9388,14.02,PNLSN
2025-12-31,17.34,24.45,0.18,1.34,-0.1,5.78,2.3257,5.66,PNLSN
2024-06-30,,,,,,,,,POLHO
2024-09-30,29.5,49.0,1.23,1.02,-20.79,-2.79,-0.5413,-10.23,POLHO
2024-12-31,20.48,46.89,7.35,0.92,3.82,-1.49,-0.303,-18.28,POLHO
2025-03-31,16.99,115.16,3.47,0.87,-8.43,-1.84,-0.404,-13.71,POLHO
2025-06-30,22.73,62.63,3.24,1.32,6.11,-0.6,-0.138,-40.14,POLHO
2025-09-30,20.21,77.85,5.03,1.12,1.93,-0.59,-0.1087,-50.97,POLHO
2024-06-30,,,,,,,,,PRDGS
2024-09-30,,,,,,,,,PRDGS
2024-12-31,100.0,-3.72,-3.56,0.05,0.01,18.65,1.6231,1.03,PRDGS
2025-03-31,100.0,-27.8,-23.04,0.05,-0.24,-1.32,-0.1247,-13.36,PRDGS
2025-06-30,100.0,-9.79,-11.0,0.1,-0.05,-3.11,-0.3021,-5.51,PRDGS
2025-09-30,100.0,15.15,3.03,41.68,,1.31,0.1383,12.04,PRDGS
2025-12-31,100.0,4.91,0.62,3.37,,4.56,0.5287,3.15,PRDGS
2024-06-30,,,,,,,,,PSDTC
2024-09-30,,,,,,,,,PSDTC
2024-12-31,80.91,195.46,98.28,1.04,-4.02,5.7,1.3999,21.27,PSDTC
2025-03-31,72.84,204.57,181.2,1.04,-2.82,5.29,1.1442,26.02,PSDTC
2025-06-30,79.79,155.73,164.93,1.04,-1.88,8.34,2.1163,14.07,PSDTC
2025-09-30,77.6,215.15,147.28,1.04,-2.09,5.78,1.6781,17.74,PSDTC
2025-12-31,96.01,49.41,29.05,1.05,-2.18,7.01,2.0936,14.22,PSDTC
2024-06-30,96.75,17.05,868.43,3.22,0.59,12.08,0.3048,1.81,PSGYO
2024-09-30,-17.14,-1130.59,887.9,2.46,1.2,6.81,0.2005,2.76,PSGYO
2024-12-31,23.22,19.27,428.86,2.32,3.98,-1.82,-0.061,-9.06,PSGYO
2025-03-31,67.03,66.07,223.0,1.99,2.04,2.44,0.0705,7.83,PSGYO
2025-06-30,,,,2.14,1.57,6.15,0.2404,2.3,PSGYO
2024-06-30,,,,,,,,,RALYH
2024-09-30,,,,,,,,,RALYH
2024-12-31,-62.46,-2.6,61.94,1.21,0.76,14.28,1.7997,18.79,RALYH
2025-03-31,26.11,12.77,4.4,0.84,0.64,9.66,1.1559,29.26,RALYH
2025-06-30,21.05,5.02,1.61,0.93,1.17,10.97,1.5546,21.76,RALYH
2025-09-30,28.06,38.41,0.54,0.86,1.91,5.83,0.9212,36.72,RALYH
2025-12-31,43.35,9.78,7.1,0.83,0.3,17.81,3.3277,10.16,RALYH
2024-06-30,,,,,,4.92,0.933,54.37,RAYSG
2024-09-30,,,,,,14.21,3.1381,16.16,RAYSG
2024-12-31,,,,,,14.35,3.8545,13.16,RAYSG
2025-03-31,,,,,,15.65,4.9834,10.18,RAYSG
2025-06-30,,,,,,20.15,8.0319,6.32,RAYSG
2024-06-30,98.39,11.95,79.29,1.02,0.43,1.72,0.33,23.91,RYGYO
2024-09-30,94.28,7.18,25.68,1.45,0.46,2.5,0.5349,14.75,RYGYO
2024-12-31,68.79,18.13,93.74,1.19,0.06,16.03,3.6776,2.15,RYGYO
2025-03-31,70.49,14.59,76.18,1.29,1.1,14.33,4.1763,1.89,RYGYO
2025-09-30,79.58,5.53,41.42,1.85,0.65,0.55,0.1856,42.51,RYGYO
2024-06-30,,,,,,,,,RYSAS
2024-09-30,52.69,18.22,19.6,1.66,0.24,40.61,1.0828,4.0,RYSAS
2024-12-31,45.87,1.12,28.61,1.13,3.07,-18.38,-0.6685,-6.48,RYSAS
2025-03-31,30.81,25.53,25.4,1.14,0.67,-0.36,-0.0327,-132.61,RYSAS
2025-06-30,41.85,7.58,21.54,1.15,0.63,1.86,0.1738,24.93,RYSAS
2025-09-30,37.57,14.56,16.08,1.36,0.53,2.76,0.2843,15.24,RYSAS
2024-06-30,,,,,,,,,SAFKR
2024-09-30,,,,,,,,,SAFKR
2024-12-31,26.82,41.77,2.43,2.18,0.03,1.86,0.0933,69.0,SAFKR
2025-03-31,36.32,55.88,6.7,2.42,0.06,0.46,0.0197,327.3,SAFKR
2025-06-30,31.91,41.8,2.96,2.39,0.07,4.93,0.2326,27.69,SAFKR
2025-09-30,29.83,31.91,1.15,2.35,-0.09,4.58,0.243,26.5,SAFKR
2025-12-31,35.98,33.44,1.2,2.23,-0.19,5.41,0.3148,20.46,SAFKR
2024-06-30,,,,,,,,,SAHOL
2024-09-30,,,138.34,,,-1.37,-1.8156,-13.21,SAHOL
2024-12-31,,,134.47,,,-1.53,-2.1018,-11.41,SAHOL
2025-03-31,,,119.79,,,-1.0,-1.4217,-16.86,SAHOL
2025-06-30,,,138.88,,,0.55,0.8469,28.31,SAHOL
2025-09-30,,,126.35,,,0.2,0.3283,73.03,SAHOL
2024-09-30,49.32,18.37,0.28,0.87,-0.01,76.56,0.7443,11.82,SANEL
2024-12-31,26.81,2.14,1.35,0.89,-0.04,30.23,0.5644,15.59,SANEL
2025-03-31,30.21,42.51,6.47,1.05,0.01,-58.39,-4.7923,-1.84,SANEL
2024-06-30,,,,,,,,,SANFM
2024-09-30,12.67,118.66,2.31,1.61,1.14,0.73,0.0086,198.16,SANFM
2024-12-31,17.76,138.57,3.68,2.18,3.68,-0.26,-0.0042,-403.7,SANFM
2025-03-31,30.19,59.15,11.87,2.54,2.48,-3.67,-0.0472,-35.93,SANFM
2025-06-30,47.19,25.77,2.69,2.07,1.18,5.75,0.0805,21.08,SANFM
2025-12-31,-6.35,-46.21,2.91,1.86,11.16,-3.33,-0.0508,-33.39,SANFM
2024-06-30,16.75,33.53,16.76,0.52,1.78,2.82,0.0645,9.53,SASA
2024-09-30,19.31,23.04,15.54,0.47,3.83,2.87,0.0713,8.62,SASA
2024-12-31,10.59,95.65,11.96,0.53,6.85,0.82,0.0226,27.19,SASA
2025-03-31,7.91,69.82,12.98,0.41,68.6,1.09,0.0324,18.96,SASA
2025-06-30,9.45,87.42,48.63,0.28,-12.95,-7.91,-0.2361,-2.61,SASA
2024-06-30,,,,,,,,,SAYAS
2024-09-30,16.36,20.38,5.77,2.91,0.59,-1.32,-0.1406,-79.43,SAYAS
2024-12-31,4.4,193.06,1.29,2.43,-0.2,-5.19,-0.554,-20.15,SAYAS
2025-03-31,10.24,37.19,9.19,1.86,0.08,-6.53,-0.7178,-15.56,SAYAS
2025-06-30,30.01,12.86,6.89,2.4,0.03,12.95,1.7298,6.45,SAYAS
2025-09-30,26.53,3.75,3.47,2.17,-0.02,4.92,0.7432,15.02,SAYAS
2024-06-30,,,,,,,,,SDTTR
2024-09-30,27.98,35.54,0.53,2.6,-0.55,4.98,1.5264,35.89,SDTTR
2024-12-31,17.9,59.02,1.65,2.53,18.57,-2.26,-0.7194,-76.14,SDTTR
2025-03-31,39.24,108.75,3.33,2.33,1.43,-3.02,-1.0258,-53.4,SDTTR
2025-06-30,28.29,54.47,1.29,2.6,0.5,0.04,0.0126,4352.62,SDTTR
2025-09-30,45.34,29.69,1.53,2.13,0.24,3.12,1.2411,44.13,SDTTR
2024-06-30,,,,,,,,,SEGMN
2024-09-30,16.35,54.28,3.01,5.12,-0.04,0.82,0.133,103.17,SEGMN
2024-12-31,21.65,27.03,3.22,5.74,-0.1,3.32,0.5879,23.34,SEGMN
2025-03-31,28.54,37.19,1.45,5.86,-1.06,1.86,0.3661,37.49,SEGMN
2025-06-30,25.66,37.87,3.01,6.14,-1.28,0.8,0.1635,83.93,SEGMN
2025-09-30,19.57,76.9,,4.67,-0.36,0.68,0.1485,92.42,SEGMN
2024-06-30,,,,,,,,,SEKFK
2024-09-30,,,,,,,,,SEKFK
2024-12-31,43.88,69.83,,0.44,10.9,11.82,0.8267,3.15,SEKFK
2025-03-31,46.46,71.14,,0.77,11.83,6.98,0.5266,4.94,SEKFK
2025-06-30,35.38,80.76,,0.77,29.19,5.06,0.4051,6.42,SEKFK
2025-09-30,40.43,90.97,,0.73,56.15,4.93,0.4175,6.23,SEKFK
2025-12-31,48.96,91.37,,0.83,51.62,6.56,0.6194,4.2,SEKFK
2024-06-30,,,,,,,,,SEKUR
2024-09-30,11.61,60.27,11.2,0.89,2.39,-0.98,-0.0182,-84.43,SEKUR
2024-12-31,14.78,14.69,3.61,0.87,3.27,1.14,0.0262,58.58,SEKUR
2025-03-31,13.96,45.44,15.9,0.87,1.63,-3.79,-0.0906,-16.92,SEKUR
2025-06-30,13.72,92.07,14.93,0.86,2.74,-6.14,-0.143,-10.72,SEKUR
2025-09-30,11.35,64.52,10.14,0.86,4.62,-5.13,-0.1186,-12.92,SEKUR
2024-06-30,,,,,,,,,SELEC
2024-09-30,,,,,,,,,SELEC
2024-12-31,11.1,55.97,2.07,1.33,0.51,4.61,2.2822,9.15,SELEC
2025-03-31,8.03,75.7,1.18,1.36,0.3,0.01,0.0034,6075.93,SELEC
2025-06-30,7.64,81.55,0.76,1.4,-0.49,-1.2,-0.5177,-40.32,SELEC
2025-09-30,8.23,73.12,0.58,1.37,0.04,-0.78,-0.3585,-58.23,SELEC
2025-12-31,8.98,66.76,0.24,1.38,-0.13,0.62,0.2995,69.7,SELEC
2024-06-30,,,,,,,,,SELVA
2024-09-30,19.78,115.74,13.96,0.68,0.92,-2.03,-0.0311,-17.62,SELVA
2024-12-31,13.94,121.61,5.91,0.57,0.52,4.5,0.0771,7.1,SELVA
2025-03-31,16.33,139.09,17.7,0.58,0.28,4.13,0.0813,6.74,SELVA
2025-06-30,20.39,82.34,26.16,0.51,1.6,-2.48,-0.0511,-10.72,SELVA
2025-09-30,15.24,106.38,24.56,0.42,1.41,-3.46,-0.073,-7.5,SELVA
2024-06-30,,,,,,,,,SEYKM
2024-09-30,24.05,64.57,2.6,9.73,-0.08,-9.08,-0.1803,-6.17,SEYKM
2024-12-31,22.16,162.16,0.57,12.47,0.28,-4.24,-0.0866,-12.85,SEYKM
2025-03-31,22.93,8731.77,7.27,10.02,-0.03,-3.28,-0.0713,-15.6,SEYKM
2025-06-30,23.18,158.96,0.04,7.16,3.18,-1.5,-0.0326,-34.16,SEYKM
2025-09-30,34.28,130.76,2.37,9.23,-0.13,1.12,0.0263,42.24,SEYKM
2024-06-30,7.4,22.73,4.37,0.95,0.24,0.79,0.028,22.42,SILVR
2024-09-30,15.07,46.51,2.75,0.98,0.03,5.06,0.1951,3.22,SILVR
2024-12-31,15.42,117.19,3.02,0.9,-0.78,-5.06,-0.2045,-3.07,SILVR
2025-03-31,0.6,1494.67,4.63,0.95,1.5,-3.2,-0.1379,-4.55,SILVR
2024-06-30,,,,,,,,,SISE
2024-09-30,,,,,,,,,SISE
2024-12-31,21.19,125.95,14.1,1.69,2.52,-0.61,-0.3725,-29.72,SISE
2025-03-31,23.68,114.16,12.37,1.35,2.2,0.62,0.4094,27.04,SISE
2025-06-30,29.44,84.13,13.98,1.2,1.95,1.22,0.8656,12.79,SISE
2025-09-30,30.02,100.77,10.53,1.25,2.16,0.64,0.4776,23.18,SISE
2025-12-31,27.12,105.07,12.81,1.26,1.88,1.7,1.3498,8.2,SISE
2024-06-30,,,,,,,,,SKBNK
2024-09-30,,,,,,,,,SKBNK
2024-12-31,,,104.02,,,4.89,0.3124,8.88,SKBNK
2025-03-31,,,185.56,,,3.8,0.2478,11.2,SKBNK
2025-06-30,,,168.42,,,4.34,0.3029,9.16,SKBNK
2025-09-30,,,179.89,,,3.21,0.232,11.96,SKBNK
2025-12-31,,,138.47,,,3.83,0.2968,9.35,SKBNK
2024-06-30,64.58,57.59,1.31,5.42,0.01,11.85,2.3271,27.82,SKYLP
2024-09-30,73.17,89.17,1.73,2.67,-0.13,2.28,0.4694,137.95,SKYLP
2024-12-31,71.59,122.85,5.21,2.08,0.03,-5.8,-1.2229,-52.95,SKYLP
2025-03-31,71.39,86.9,13.01,1.72,0.76,-2.81,-0.6287,-102.99,SKYLP
2025-09-30,78.54,92.23,7.86,1.44,2.33,0.16,0.0396,1636.39,SKYLP
2024-06-30,,,,,,,,,SMART
2024-09-30,88.34,57.02,18.18,1.15,0.34,2.48,0.2723,31.71,SMART
2024-12-31,74.72,181.88,27.21,0.87,0.34,-6.62,-0.7199,-11.99,SMART
2025-03-31,69.76,69.94,15.5,0.73,0.42,1.91,0.2315,37.3,SMART
2025-09-30,89.03,86.28,20.47,0.91,0.5,0.72,0.1026,84.15,SMART
2025-12-31,-204.37,-154.31,125.43,0.4,-2.03,-11.11,-1.4888,-5.8,SMART
2024-06-30,48.71,55.66,139.9,2.93,1.5,-0.94,-0.0762,-13.21,SNGYO
2024-09-30,30.49,142.25,44.81,2.44,-19.9,-0.89,-0.0785,-12.84,SNGYO
2024-12-31,33.72,15.92,3.57,3.71,0.12,11.74,1.1516,0.87,SNGYO
2025-06-30,49.26,4.83,49.7,2.97,1.18,0.9,0.1042,9.67,SNGYO
2025-09-30,53.5,46.13,99.24,2.9,1.51,-0.03,-0.0034,-300.45,SNGYO
2024-06-30,16.91,129.5,1.14,0.94,0.04,0.94,0.4002,33.77,SOKM
2024-09-30,17.25,126.06,1.64,0.91,0.19,0.15,0.0682,197.99,SOKM
2024-12-31,20.11,111.78,2.16,0.87,0.35,-0.52,-0.2503,-53.98,SOKM
2025-03-31,19.38,123.61,2.2,0.87,0.26,-1.14,-0.6021,-22.44,SOKM
2025-06-30,19.32,114.47,2.04,0.86,0.22,-1.05,-0.58,-23.3,SOKM
2024-06-30,,,,,,,,,SONME
2024-09-30,,,,,,,,,SONME
2024-12-31,,,,2.64,,5.22,2.4954,15.04,SONME
2025-03-31,100.0,4.88,0.26,2.78,,1.17,0.6244,60.1,SONME
2025-06-30,100.0,23.12,0.08,3.4,,-2.18,-1.2022,-31.21,SONME
2025-09-30,100.0,41.12,,9.21,,0.2,0.1181,317.83,SONME
