Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse
2025-06-30,,,,26.34,-0.89,0.58,1.3104,56.28,ECZYT
2025-09-30,,,,41.32,-0.54,1.41,3.4812,21.19,ECZYT
2025-12-31,,,,70.88,1.25,-0.6,-1.5875,-46.46,ECZYT
2024-06-30,,,,,,,,,EDIP
2024-09-30,,,,,,,,,EDIP
2024-12-31,54.4,28.66,103.47,0.4,1.26,8.56,8.1092,1.11,EDIP
2025-03-31,55.39,17.46,22.12,0.76,1.28,3.12,2.5684,3.51,EDIP
2025-06-30,54.88,13.07,21.66,0.95,2.9,4.69,4.2828,2.11,EDIP
2025-09-30,55.0,12.05,13.13,0.86,2.86,-0.65,-0.6346,-14.21,EDIP
2025-12-31,57.68,17.75,19.45,0.72,0.55,3.14,3.2924,2.74,EDIP
2024-06-30,,,,,,,,,EGGUB
2024-09-30,62.27,33.57,1.56,8.5,-0.15,3.07,1.7569,17.2,EGGUB
2024-12-31,40.44,60.86,1.81,6.74,0.22,1.13,0.6915,43.71,EGGUB
2025-03-31,44.63,41.62,0.26,2.81,0.15,1.12,0.7642,39.55,EGGUB
2025-06-30,51.83,50.23,11.47,2.36,0.21,2.42,1.7567,17.21,EGGUB
2025-09-30,33.62,56.26,0.32,1.82,0.14,2.05,1.627,18.58,EGGUB
2024-06-30,,,,,,,,,EGPRO
2024-09-30,,,,,,,,,EGPRO
2024-12-31,31.73,62.67,0.67,1.26,-0.01,2.64,0.3968,18.81,EGPRO
2025-03-31,36.0,53.87,1.14,1.33,-0.29,1.07,0.1371,54.47,EGPRO
2025-06-30,34.16,55.06,0.83,1.31,-0.36,2.56,0.3468,21.53,EGPRO
2025-09-30,33.79,52.18,1.02,1.42,-0.05,4.4,0.6705,11.13,EGPRO
2025-12-31,39.8,52.3,2.13,1.4,-0.14,4.17,0.6801,10.98,EGPRO
2024-06-30,,,,,,,,,EGSER
2024-09-30,,,,,,,,,EGSER
2024-12-31,-11.17,-154.61,6.46,1.12,-1.1,-7.92,-0.3471,-2.1,EGSER
2025-03-31,-5.68,-257.65,22.83,1.06,-0.88,-12.46,-0.4084,-1.79,EGSER
2025-06-30,12.72,117.78,14.92,0.95,1.36,-13.2,-0.4001,-1.82,EGSER
2025-09-30,17.32,92.95,15.1,0.86,4.11,-8.53,-0.2511,-2.91,EGSER
2025-12-31,7.3,204.95,13.36,0.88,-50.4,-12.35,-0.3415,-2.14,EGSER
2024-06-30,,,,,,,,,EKGYO
2024-09-30,31.81,31.31,3.17,1.78,0.18,3.7,0.8198,6.32,EKGYO
2024-12-31,15.27,32.91,6.91,1.75,0.27,10.23,2.6782,1.93,EKGYO
2025-03-31,26.17,14.46,5.71,1.84,0.3,2.99,0.8886,5.83,EKGYO
2025-06-30,37.1,14.93,10.96,1.93,0.33,5.0,1.6349,3.17,EKGYO
2025-09-30,30.77,30.93,24.46,2.1,1.34,0.15,0.053,97.65,EKGYO
2024-06-30,,,,,,,,,EKOS
2024-09-30,22.29,37.9,7.46,2.56,-0.05,8.45,0.1953,7.24,EKOS
2024-12-31,18.01,39.45,5.28,2.71,-0.76,2.84,0.07,20.21,EKOS
2025-03-31,5.82,803.21,7.83,2.3,0.91,-4.25,-0.1104,-12.82,EKOS
2025-06-30,13.09,35.07,16.65,2.48,0.09,2.11,0.0593,23.85,EKOS
2025-09-30,14.65,125.95,10.62,2.47,0.89,-1.78,-0.0528,-26.82,EKOS
2024-06-30,,,,,,,,,EKSUN
2024-09-30,5.66,221.55,5.78,1.62,8.24,-9.42,-0.3253,-4.13,EKSUN
2024-12-31,7.59,145.22,,1.49,-1.12,-11.73,-0.3919,-3.43,EKSUN
2025-03-31,11.34,87.78,5.52,1.42,4.7,-4.07,-0.1446,-9.29,EKSUN
2025-06-30,10.93,98.12,5.74,1.55,2.09,-1.67,-0.0616,-21.8,EKSUN
2025-09-30,10.24,106.25,5.26,1.31,5.69,-5.48,-0.2058,-6.52,EKSUN
2024-06-30,,,,,,,,,ELITE
2024-09-30,56.86,38.71,3.2,2.65,0.23,9.37,0.8232,8.67,ELITE
2024-12-31,44.69,69.97,5.67,3.12,0.14,0.54,0.0644,110.8,ELITE
2025-03-31,41.74,62.31,2.16,3.49,0.11,4.2,0.5452,13.09,ELITE
2025-06-30,47.59,57.33,1.31,3.29,-0.18,5.57,0.8003,8.92,ELITE
2025-09-30,50.92,60.77,2.69,3.04,0.47,1.58,0.2565,27.82,ELITE
2024-06-30,,,,,,,,,EMKEL
2024-09-30,43.92,49.07,3.01,1.33,0.42,1.65,0.0885,52.14,EMKEL
2024-12-31,29.23,71.19,10.83,1.33,0.71,-1.33,-0.0701,-65.79,EMKEL
2025-03-31,19.6,157.21,0.46,1.14,-0.3,-13.6,-0.6911,-6.67,EMKEL
2025-06-30,30.15,207.31,48.53,1.44,0.47,12.57,0.7744,5.96,EMKEL
2025-09-30,37.6,81.59,0.98,1.42,-1.9,-1.52,-0.0988,-46.68,EMKEL
2024-06-30,,,,,,,,,ENERY
2024-09-30,0.97,492.27,1.85,0.26,1.15,1.99,0.0524,41.53,ENERY
2024-12-31,10.96,16.42,0.66,0.64,-0.16,-0.4,-0.0118,-184.61,ENERY
2025-03-31,15.5,22.2,0.53,0.68,-0.42,4.75,0.1613,13.5,ENERY
2025-06-30,12.59,23.6,1.28,0.58,-0.88,3.76,0.1862,11.7,ENERY
2025-09-30,2.43,167.45,2.1,0.5,-0.57,1.86,0.0999,21.79,ENERY
2024-06-30,,,,,,,,,ENKAI
2024-09-30,,,,,,,,,ENKAI
2024-12-31,28.01,22.06,3.8,2.91,-0.87,2.24,1.0682,22.47,ENKAI
2025-03-31,26.87,32.66,1.01,2.99,-1.28,1.3,0.6916,34.7,ENKAI
2025-06-30,27.53,15.34,2.29,2.85,-0.47,3.74,2.1025,11.42,ENKAI
2025-09-30,19.08,15.66,0.95,3.02,-0.72,3.12,1.8874,12.72,ENKAI
2025-12-31,22.66,29.14,3.88,3.79,-1.14,2.1,1.3358,17.97,ENKAI
2024-06-30,,,,,,,,,ENSRI
2024-09-30,13.24,64.07,8.56,1.7,2.91,-7.35,-0.126,-75.18,ENSRI
2024-12-31,-16.08,-170.12,7.19,1.69,0.2,20.23,0.4246,22.3,ENSRI
2025-03-31,2.05,899.7,5.6,1.7,13.23,-3.33,-0.0744,-127.35,ENSRI
2025-06-30,12.35,182.14,9.53,1.72,2.61,0.83,0.0197,480.13,ENSRI
2025-09-30,10.35,205.73,5.05,1.77,2.99,-0.23,-0.0059,-1606.61,ENSRI
2024-06-30,16.07,49.53,2.57,2.12,7.4,1.8,2.2201,20.29,ERBOS
2024-09-30,1.64,387.42,3.77,2.41,-2.85,-3.98,-5.0472,-8.93,ERBOS
2024-12-31,7.64,90.33,0.69,2.2,-1.59,-3.33,-4.3561,-10.34,ERBOS
2024-06-30,20.02,72.4,16.46,1.17,2.74,0.51,0.2207,60.26,ERCB
2024-09-30,9.35,134.47,13.74,1.21,4.39,-0.26,-0.1146,-116.03,ERCB
2024-12-31,19.98,85.01,10.03,1.21,3.11,-0.37,-0.1686,-78.89,ERCB
2025-06-30,23.41,43.27,14.61,0.9,3.77,-1.19,-0.2201,-60.43,ERCB
2025-09-30,28.33,51.92,27.38,1.11,2.01,0.17,0.0396,335.91,ERCB
2024-06-30,,,,,,,,,EREGL
2024-09-30,8.88,48.43,6.46,2.17,3.19,0.35,0.1191,60.24,EREGL
2024-12-31,4.37,95.81,5.65,2.4,1.79,1.14,0.4008,17.9,EREGL
2025-03-31,7.1,57.77,4.78,2.62,2.7,0.17,0.0634,113.11,EREGL
2025-06-30,9.34,62.53,6.4,2.35,4.54,0.49,0.1944,36.91,EREGL
2025-12-31,11.03,41.41,4.09,2.14,1.8,-0.65,-0.2785,-25.76,EREGL
2024-06-30,,,,,,,,,ERSU
2024-09-30,27.25,95.08,4.02,5.33,,5.2,0.5363,10.83,ERSU
2024-12-31,21.97,29.92,24.32,9.3,-3.29,5.6,0.6522,8.91,ERSU
2025-03-31,-6.0,-147.94,3.79,14.45,1.59,-5.44,-0.6621,-8.78,ERSU
2025-06-30,-11.31,-354.97,1.39,15.61,0.01,-15.4,-1.7283,-3.36,ERSU
2025-09-30,-5.35,-141.0,,14.31,0.0,-5.24,-0.6005,-9.68,ERSU
2024-06-30,,,,,,,,,ESCAR
2024-09-30,20.74,40.1,37.53,1.79,1.12,-0.79,-0.0923,-83.55,ESCAR
2024-12-31,-1.73,-390.34,28.94,2.4,1.7,-2.53,-0.3075,-25.09,ESCAR
2025-03-31,-0.22,-3297.34,24.8,2.47,1.43,-0.31,-0.0406,-189.94,ESCAR
2025-06-30,-47.84,-25.33,29.69,3.04,0.59,-3.4,-0.4533,-17.02,ESCAR
2025-09-30,21.83,79.21,37.44,2.78,-0.32,-19.63,-2.4122,-3.2,ESCAR
2024-06-30,,,,,,,,,ESCOM
2024-09-30,,,,,,,,,ESCOM
2024-12-31,,,0.07,0.47,,-15.9,-0.374,-3.68,ESCOM
2025-03-31,,,55.37,0.44,,0.25,0.0064,215.8,ESCOM
2025-06-30,,,,0.44,,0.11,0.0029,470.04,ESCOM
2025-09-30,,,25.5,0.42,,-0.01,-0.0003,-4836.87,ESCOM
2025-12-31,,,0.0,0.38,,34.45,1.6236,0.85,ESCOM
2024-06-30,,,,,,,,,ESEN
2024-09-30,56.75,53.39,37.65,0.8,-3.17,-9.65,-0.5114,-1.92,ESEN
2024-12-31,25.48,137.97,33.27,0.71,-0.69,-3.25,-0.159,-6.16,ESEN
2025-03-31,6.18,393.9,31.82,0.57,0.84,3.43,0.1902,5.15,ESEN
2025-06-30,37.47,52.58,62.15,0.54,2.36,0.15,0.0087,112.29,ESEN
2025-09-30,44.26,43.22,21.56,0.5,5.39,-2.36,-0.1457,-6.73,ESEN
2024-06-30,,,,,,,,,ETILR
2024-09-30,12.53,129.8,15.09,1.19,3.74,0.55,0.0051,191.29,ETILR
2024-12-31,14.5,19.76,1.37,1.35,0.62,16.79,0.2011,4.84,ETILR
2025-03-31,6.7,54.21,1.01,1.18,4.67,-2.36,-0.0304,-32.03,ETILR
2025-06-30,3.51,6.63,2.31,1.18,4.64,-1.59,-0.0214,-45.39,ETILR
2025-09-30,23.98,17.36,4.62,1.29,-4.15,-0.01,-0.0002,-6468.06,ETILR
2024-06-30,,,,,,,,,ETYAT
2024-09-30,,,,,,,,,ETYAT
2024-12-31,101.08,-74.06,-12.78,28.17,1.0,-2.37,-0.1038,-52.24,ETYAT
2025-03-31,67.61,40.13,2.12,30.61,5.82,-2.67,-0.0971,-55.85,ETYAT
2025-06-30,-238.77,-54.4,0.05,24.06,0.13,-16.41,-0.5401,-10.04,ETYAT
2025-09-30,25.63,74.53,0.24,24.53,0.88,-3.87,-0.1314,-41.3,ETYAT
2025-12-31,35.32,127.06,2.42,17.94,0.37,-6.47,-0.2164,-25.07,ETYAT
2024-06-30,,,,,,,,,EUPWR
2024-09-30,,,,,,,,,EUPWR
2024-12-31,26.84,45.84,1.38,2.91,0.72,0.83,0.1493,58.62,EUPWR
2025-03-31,22.75,35.41,1.09,3.42,0.22,2.13,0.3267,26.8,EUPWR
2025-06-30,16.48,81.58,14.98,3.09,1.38,0.27,0.0437,200.22,EUPWR
2025-09-30,31.17,21.91,1.85,3.22,0.59,3.93,0.721,12.14,EUPWR
2025-12-31,18.61,28.65,0.1,2.61,1.23,-0.31,-0.0585,-149.63,EUPWR
2024-06-30,,,,,,,,,EUREN
2024-09-30,,,,,,,,,EUREN
2024-12-31,18.7,63.83,5.92,1.98,2.09,4.92,0.2226,5.38,EUREN
2025-03-31,20.28,28.12,6.19,1.75,0.57,4.82,0.1925,6.22,EUREN
2025-06-30,4.13,237.56,9.31,1.63,0.79,5.14,0.1972,6.07,EUREN
2025-09-30,16.8,36.65,2.15,1.63,0.95,3.33,0.1644,7.28,EUREN
2025-12-31,16.63,41.86,7.95,1.55,3.61,-4.06,-0.198,-6.05,EUREN
2024-06-30,,,,,,,,,EUYO
2024-09-30,,,,,,,,,EUYO
2024-12-31,100.5,-32.32,-0.31,37.92,4.85,-2.45,-0.1172,-36.87,EUYO
2025-03-31,67.18,35.46,0.24,46.61,-46.72,-0.97,-0.0389,-111.02,EUYO
2025-06-30,-20.74,-170.56,6.5,46.68,0.23,-14.04,-0.5232,-8.26,EUYO
2025-09-30,28.64,48.88,0.07,34.62,-166.1,-1.34,-0.0528,-81.91,EUYO
2025-12-31,38.9,94.45,2.43,27.12,1.31,-4.42,-0.1758,-24.59,EUYO
2024-06-30,45.39,16.54,5.65,1.85,0.3,5.15,0.7818,4.43,FADE
2024-09-30,31.36,26.88,2.84,1.82,0.34,2.62,0.4458,7.77,FADE
2024-12-31,15.45,75.46,0.61,1.72,-0.28,-8.48,-1.7952,-1.93,FADE
2025-03-31,12.07,64.83,5.08,1.79,0.33,1.48,0.2672,12.96,FADE
2025-06-30,16.32,23.81,3.99,1.73,1.7,-0.42,-0.081,-42.74,FADE
2024-08-31,-10.71,-129.24,47.83,0.84,0.44,-99.97,0.0986,6.9,FENER
2024-11-30,-7.47,-100.32,19.14,0.84,0.81,10.26,-0.0121,-56.08,FENER
2025-02-28,,,,,,,,,FENER
2024-09-30,31.2,133.39,4.47,1.91,1.07,-2.13,-0.163,-16.71,FLAP
2024-12-31,17.67,25.78,0.66,3.72,-0.14,1.51,0.124,21.95,FLAP
2025-03-31,19.48,256.92,0.25,3.14,1.5,1.41,0.1295,21.03,FLAP
2025-06-30,23.92,83.6,0.15,2.43,-0.0,-0.01,-0.0006,-4344.86,FLAP
2025-09-30,-5.82,-1525.93,3.9,1.81,-0.18,-0.77,-0.0793,-34.34,FLAP
2024-06-30,,,,,,,,,FMIZP
2024-09-30,16.3,5.76,0.04,6.03,-1.21,4.78,1.4446,51.4,FMIZP
2024-12-31,19.23,23.15,0.03,6.83,-1.03,5.0,1.5367,48.32,FMIZP
2025-03-31,12.39,29.49,1.34,6.03,-2.66,3.05,1.0897,68.14,FMIZP
2025-06-30,14.69,21.54,0.06,7.24,-1.87,2.25,0.9174,80.93,FMIZP
2025-12-31,21.12,82.93,1.01,9.15,-3.84,2.24,1.0479,70.86,FMIZP
2024-06-30,,,,,,,,,FONET
2024-09-30,,,,,,,,,FONET
2024-12-31,15.31,59.25,2.32,1.24,-0.01,5.54,0.0665,17.93,FONET
2025-03-31,23.36,35.41,1.98,1.05,0.12,0.19,0.0025,470.26,FONET
2025-06-30,40.93,14.09,2.69,1.58,0.12,2.36,0.0338,35.25,FONET
2025-09-30,34.82,13.57,2.37,2.01,0.02,4.55,0.0735,16.23,FONET
2025-12-31,48.2,12.06,1.59,2.34,-0.08,6.94,0.1254,9.51,FONET
2024-06-30,,,,,,,,,FORMT
2024-09-30,9.71,257.4,20.88,1.32,7.42,-6.47,-0.0663,-10.4,FORMT
2024-12-31,22.94,127.85,28.46,1.23,2.28,-1.29,-0.0137,-50.32,FORMT
2025-03-31,15.12,267.13,17.62,1.17,1.61,7.24,0.0914,7.55,FORMT
2025-06-30,6.55,473.3,29.56,1.89,0.07,-7.46,-0.1315,-5.25,FORMT
2025-12-31,9.56,259.19,38.84,1.8,0.07,0.83,0.0162,42.62,FORMT
2024-06-30,,,,,,,,,FORTE
2024-09-30,,,,,,,,,FORTE
2024-12-31,24.35,21.68,1.54,1.54,0.02,5.49,0.6276,40.19,FORTE
2025-03-31,25.5,95.58,5.8,1.67,2.08,-4.17,-0.5054,-49.91,FORTE
2025-06-30,16.88,82.11,18.48,1.21,2.3,-2.33,-0.2919,-86.41,FORTE
2025-09-30,13.57,117.11,32.01,0.66,0.14,95.73,27.7679,0.91,FORTE
2025-12-31,60.92,9.84,15.34,1.35,0.4,21.42,7.8856,3.2,FORTE
2024-06-30,23.48,50.93,8.05,3.56,0.17,12.41,0.3966,5.98,FRIGO
2024-09-30,24.9,38.62,4.63,2.75,-0.02,14.44,0.5113,4.64,FRIGO
2025-03-31,,,,,,,,,FRIGO
2025-06-30,,,,,,,,,FRIGO
2025-09-30,-12.94,-90.01,27.75,1.99,0.85,-2.55,-0.0968,-24.5,FRIGO
2024-06-30,,,,,,,,,FROTO
2024-09-30,9.47,46.43,2.37,1.21,1.14,11.26,3.2524,8.29,FROTO
2024-12-31,7.53,48.49,1.88,1.25,1.96,8.75,3.7611,7.17,FROTO
2025-03-31,8.64,55.0,1.58,1.2,1.46,5.2,1.8486,14.59,FROTO
2025-06-30,8.25,33.07,1.28,1.27,1.73,4.35,1.7414,15.49,FROTO
2025-12-31,8.3,37.39,6.54,1.24,0.75,7.45,3.3121,8.14,FROTO
2024-06-30,,,,,,,,,FZLGY
2024-09-30,138.3,72.61,77.17,31.6,-0.56,-2.64,-0.0693,-53.28,FZLGY
2024-12-31,32.63,101.06,48.48,12.86,0.31,0.77,0.0211,174.75,FZLGY
2025-03-31,30.47,260.81,91.56,20.13,0.75,2.11,0.0655,56.32,FZLGY
2025-06-30,86.59,120.53,93.77,19.48,1.16,2.13,0.0715,51.59,FZLGY
2025-09-30,60.61,331.68,398.98,20.05,2.09,1.07,0.0392,94.24,FZLGY
2024-06-30,,,,,,,,,GARFA
2024-09-30,,,,,,,,,GARFA
2024-12-31,,,111.15,,,11.29,0.9008,7.41,GARFA
2025-03-31,,,123.83,,,11.43,1.0301,6.48,GARFA
2025-06-30,,,180.1,,,13.37,1.3905,4.8,GARFA
2025-09-30,,,178.58,,,13.07,1.5636,4.27,GARFA
2025-12-31,,,173.12,,,10.3,1.3744,4.86,GARFA
2024-06-30,,,,,,,,,GARAN
2024-09-30,,,167.75,,,7.31,5.2658,6.58,GARAN
2024-12-31,,,143.68,,,7.57,5.9456,5.82,GARAN
2025-03-31,,,143.56,,,7.4,5.9751,5.79,GARAN
2025-06-30,,,148.39,,,7.38,6.6297,5.22,GARAN
2025-12-31,,,125.06,,,5.94,6.2853,5.51,GARAN
2024-06-30,,,,,,,,,GEDIK
2024-09-30,4.02,85.42,0.02,1.24,-10.88,-7.78,-0.1131,-11.91,GEDIK
2024-12-31,3.29,84.18,0.02,1.19,1.23,4.39,0.0707,19.05,GEDIK
2025-03-31,4.52,59.47,0.05,1.2,1.49,0.9,0.0166,81.36,GEDIK
2025-06-30,1.76,48.38,0.01,1.2,0.4,22.19,0.4884,2.76,GEDIK
2025-09-30,0.19,127.28,0.0,1.22,2.41,2.53,0.0592,22.76,GEDIK
2024-06-30,17.52,75.65,0.21,3.55,-19.83,0.9,0.1321,58.97,GEDZA
2024-09-30,28.61,26.46,3.47,,,,0.4407,17.68,GEDZA
2025-09-30,29.16,7.0,1.45,3.12,-0.93,1.57,0.3532,22.05,GEDZA
2024-06-30,,,,,,,,,GEREL
2024-09-30,16.4,120.64,5.29,1.73,1.01,-4.4,-0.1047,-74.01,GEREL
2024-12-31,1.04,937.54,4.48,1.76,1.74,6.89,0.1644,47.13,GEREL
2025-03-31,8.84,184.75,10.72,1.04,-3.36,-19.16,-0.4937,-15.7,GEREL
2025-06-30,-60.72,-24.76,22.18,0.81,-1.63,-42.03,-0.7134,-10.86,GEREL
2025-09-30,33.69,31.63,12.43,2.02,0.57,10.26,0.7664,10.11,GEREL
2024-06-30,,,,,,,,,GESAN
2024-09-30,,,,,,,,,GESAN
2024-12-31,28.19,28.09,1.54,2.4,0.27,3.68,0.7782,14.45,GESAN
2025-03-31,27.86,29.33,2.26,2.7,0.38,3.7,0.8971,12.54,GESAN
2025-06-30,21.35,48.35,11.32,2.85,1.08,0.2,0.0507,221.7,GESAN
2025-09-30,25.4,27.19,2.52,3.02,0.72,4.69,1.332,8.44,GESAN
2025-12-31,20.61,31.23,0.66,2.63,1.17,0.64,0.1907,58.96,GESAN
2024-06-30,,,,,,,,,GLBMD
2024-09-30,,,,,,,,,GLBMD
2024-12-31,2.55,78.42,0.75,1.18,-5.93,-3.28,-0.1789,-17.37,GLBMD
2025-03-31,3.04,62.81,0.4,1.14,0.3,0.25,0.0113,275.34,GLBMD
2025-06-30,2.61,79.48,0.74,1.19,1.43,-3.4,-0.1602,-19.4,GLBMD
2025-09-30,2.08,82.2,0.66,1.19,1.08,-3.86,-0.188,-16.53,GLBMD
2025-12-31,2.36,71.52,0.74,1.16,1.85,-5.33,-0.2573,-12.08,GLBMD
2024-06-30,,,,,,,,,GLRYH
2024-09-30,11.81,53.09,9.29,1.58,-2.86,-2.39,-0.1287,-8.65,GLRYH
2024-12-31,24.55,11.02,6.55,1.69,0.35,0.25,0.0133,83.33,GLRYH
2025-03-31,22.24,22.26,8.92,1.9,0.1,4.65,0.2904,3.83,GLRYH
2025-06-30,41.42,8.86,8.38,1.8,0.32,4.78,0.304,3.66,GLRYH
2025-09-30,16.68,18.08,4.73,1.75,0.44,2.77,0.198,5.62,GLRYH
2024-06-30,,,,,,,,,GLYHO
2024-09-30,46.47,46.63,13.98,1.28,2.76,6.43,0.2365,15.84,GLYHO
2024-12-31,37.86,51.73,12.24,1.26,3.75,26.56,1.1357,3.3,GLYHO
2025-03-31,38.51,41.34,12.24,1.27,4.91,4.54,0.2252,16.63,GLYHO
2025-06-30,41.45,47.59,11.48,1.44,4.39,8.2,0.448,8.36,GLYHO
2025-09-30,44.78,40.59,10.89,1.34,4.44,5.65,0.3311,11.31,GLYHO
2024-06-30,,,,,,,,,GMTAS
2024-09-30,10.72,91.75,1.49,2.7,-12.37,-0.45,-0.0359,-194.86,GMTAS
2024-12-31,23.59,49.93,3.69,2.77,-0.46,2.2,0.2857,24.5,GMTAS
2025-03-31,21.57,51.88,0.35,2.32,-0.17,1.61,0.179,39.11,GMTAS
2025-06-30,20.16,67.62,2.12,2.15,-0.39,-0.93,-0.1052,-66.55,GMTAS
2025-09-30,,,,,,,,,GMTAS
2025-12-31,19.48,39.18,1.71,2.0,0.06,-2.04,-0.2616,-26.76,GMTAS
2024-06-30,,,,,,,,,GOKNR
2024-09-30,25.83,51.53,5.03,2.34,2.39,2.5,0.4701,11.15,GOKNR
2024-12-31,22.99,46.31,1.94,2.05,1.77,5.0,1.0289,5.09,GOKNR
2025-03-31,36.91,36.52,3.55,2.45,1.05,3.01,0.7016,7.47,GOKNR
2025-06-30,17.38,63.77,3.62,2.27,2.35,3.03,0.774,6.77,GOKNR
2025-09-30,22.24,63.35,6.22,1.86,1.57,0.8,0.2215,23.66,GOKNR
2024-06-30,,,,,,,,,GOLTS
2024-09-30,33.16,42.83,11.83,1.11,0.63,-0.02,-0.1006,-840.63,GOLTS
2024-12-31,35.11,33.16,24.62,1.11,2.62,0.82,3.4597,24.44,GOLTS
2025-03-31,33.7,57.5,15.94,1.05,2.68,0.08,0.3537,239.1,GOLTS
2025-06-30,25.24,93.38,13.7,1.02,3.05,0.15,0.7574,111.66,GOLTS
2025-09-30,41.39,41.13,10.69,1.0,1.18,0.91,4.9246,17.17,GOLTS
2024-06-30,,,,,,,,,GOODY
2024-09-30,8.08,166.16,10.52,1.04,0.29,-12.99,-1.7011,-2.09,GOODY
2024-12-31,7.38,21.47,4.44,1.01,0.06,-9.75,-1.3397,-2.66,GOODY
2025-03-31,20.34,57.79,7.31,1.05,0.15,3.17,0.4946,7.2,GOODY
2025-06-30,8.08,199.38,9.82,0.98,2.67,-14.64,-2.1146,-1.68,GOODY
2025-09-30,-3.79,-325.97,13.34,0.88,-2.68,-36.8,-4.1786,-0.85,GOODY
2024-06-30,,,,,,,,,GOZDE
2024-09-30,100.0,26.61,27.98,15.05,,-4.69,-3.2044,-1.66,GOZDE
2024-12-31,84.44,6.67,10.29,404.02,,-12.26,-10.1272,-0.53,GOZDE
2025-03-31,,,,209.82,,-6.17,-4.0358,-1.32,GOZDE
2025-06-30,100.0,5434.28,11048.02,1.53,,-2.65,-1.7937,-2.97,GOZDE
2025-12-31,100.0,199603.0,509612.64,4.07,,-16.38,-10.8052,-0.49,GOZDE
2024-06-30,,,,1.72,,,,,GRSEL
2024-09-30,,,,,,,,,GRSEL
2024-12-31,4.63,230.96,64.88,1.69,-0.36,2.13,1.2708,64.33,GRSEL
2025-03-31,29.8,11.67,1.52,1.9,-0.33,8.03,5.7235,14.28,GRSEL
2025-06-30,30.4,7.3,1.12,2.05,-0.2,6.22,4.8249,16.94,GRSEL
2025-09-30,33.12,10.18,,1.69,-0.54,7.25,6.3889,12.8,GRSEL
2024-06-30,,,,,,,,,GRTHO
2024-09-30,,,,,,,,,GRTHO
2024-12-31,12.73,45.97,2.28,3.54,0.53,2.7,1.4494,41.74,GRTHO
2025-03-31,9.47,37.1,1.66,1.72,0.4,2.74,1.2629,47.91,GRTHO
2025-06-30,11.57,15.7,1.71,4.99,0.15,4.13,2.0737,29.18,GRTHO
2025-09-30,12.87,33.16,3.15,5.75,0.11,5.49,3.5201,17.19,GRTHO
2025-12-31,19.46,26.54,3.84,4.04,-0.18,9.94,7.1706,8.44,GRTHO
2024-06-30,,,,,,,,,GSDDE
2024-09-30,47.59,66.04,9.25,2.9,0.08,2.69,0.3781,6.7,GSDDE
2024-12-31,37.74,36.93,10.06,3.11,-0.12,-0.02,-0.0032,-784.87,GSDDE
2025-03-31,16.65,66.18,13.35,3.41,0.09,-2.63,-0.4173,-6.07,GSDDE
2025-06-30,24.64,21.49,17.75,4.55,-0.34,-1.59,-0.2637,-9.6,GSDDE
2025-09-30,35.98,6.68,17.94,5.3,1.21,-1.11,-0.194,-13.06,GSDDE
2024-06-30,40.18,1.72,2.08,2.98,0.81,5.66,0.5035,2.25,GSDHO
2024-09-30,58.1,10.42,4.82,3.75,1.86,0.95,0.092,12.3,GSDHO
2024-12-31,59.26,74.41,4.47,3.2,1.49,3.42,0.3619,3.13,GSDHO
2025-03-31,54.56,35.38,4.89,2.23,-6.74,-2.13,-0.2425,-4.67,GSDHO
2025-06-30,44.63,30.41,4.05,2.72,7.26,-0.26,-0.0312,-36.36,GSDHO
2024-08-31,2.31,1095.34,22.86,0.5,0.49,23.77,0.0121,23.95,GSRAY
2024-11-30,-1.28,-494.92,18.3,0.4,0.45,44.31,0.0428,6.78,GSRAY
2025-02-28,-6.97,-203.45,21.78,0.46,0.26,-1.77,-0.0075,-38.49,GSRAY
2025-05-31,-42.37,-4.76,18.86,0.33,-2.1,-34.09,-0.1152,-2.52,GSRAY
2025-08-31,5.7,383.79,15.27,0.47,0.29,0.36,0.0035,83.21,GSRAY
2024-06-30,,,,,,,,,GUBRF
2024-09-30,21.18,34.14,9.73,1.0,0.8,4.39,2.0565,63.09,GUBRF
2024-12-31,17.4,9.61,1.41,1.06,0.46,9.6,5.1708,25.09,GUBRF
2025-03-31,21.52,38.88,3.46,1.12,0.49,4.76,2.9883,43.42,GUBRF
2025-06-30,31.5,7.08,5.54,1.4,0.32,5.59,3.965,32.72,GUBRF
2025-09-30,25.4,13.94,4.74,1.46,0.17,6.83,5.5852,23.23,GUBRF
2024-06-30,,,,,,,,,GWIND
2024-09-30,,,,,,,,,GWIND
2024-12-31,48.08,33.71,4.47,2.0,0.65,1.67,0.4239,15.43,GWIND
2025-03-31,50.2,19.72,4.79,3.46,0.63,1.15,0.2477,26.4,GWIND
2025-06-30,42.24,20.16,0.72,1.68,0.69,2.21,0.501,13.05,GWIND
2025-09-30,51.16,13.78,4.54,1.67,0.39,2.17,0.5401,12.11,GWIND
2025-12-31,37.97,45.23,3.73,2.47,1.08,0.78,0.2046,31.97,GWIND
2024-06-30,,,,,,,,,GZNMI
2024-09-30,19.7,11.37,7.24,1.33,0.35,10.45,1.7804,8.69,GZNMI
2024-12-31,11.59,314.74,13.81,1.34,-3.01,-3.34,-0.5834,-26.52,GZNMI
2025-03-31,7.14,145.57,23.33,1.24,2.1,-3.3,-0.6144,-25.19,GZNMI
