Brut_Kar_Marji_%,BKM_Gecti,FaalGid_BrutKar_%,FGBK_Gecti,FinansGid_Gelir_%,FGG_Gecti,Cari_Oran,CO_Gecti,NetBorc_FAVOK,NB_Gecti,ROE_%,ROE_Gecti,Toplam_Puan,Maks_Puan,Hisse,Borsa,FK_Orani,FK_Gecti,EPS_Surekli_Artis,Icsel_Deger
-3.79,HAYIR,-325.97,EVET,13.34,EVET,0.88,HAYIR,-2.68,EVET,-36.8,HAYIR,3,8,GOODY,BIST,-0.85,HAYIR,HAYIR,
70.61,EVET,71.03,HAYIR,29.39,HAYIR,1.58,EVET,-1.66,EVET,2.86,HAYIR,3,8,UBCP,NASDAQ,,,,
33.12,HAYIR,10.18,EVET,,,1.69,EVET,-0.54,EVET,7.25,HAYIR,3,8,GRSEL,BIST,12.8,HAYIR,HAYIR,631.59
100.0,EVET,32787.16,HAYIR,,,0.35,HAYIR,0.2,EVET,119.88,EVET,3,8,KZIA,NASDAQ,,,,
47.81,EVET,94.18,HAYIR,0.23,EVET,2.37,HAYIR,1.55,EVET,2.02,HAYIR,3,8,VRA,NASDAQ,,,,
19.46,HAYIR,26.54,EVET,3.84,EVET,4.04,HAYIR,-0.18,EVET,9.94,HAYIR,3,8,GRTHO,BIST,8.44,HAYIR,HAYIR,708.87
85.22,EVET,926.6,HAYIR,0.14,EVET,40.03,HAYIR,,,231.49,EVET,3,8,HSDT,NASDAQ,,,,
-7.27,HAYIR,-94.28,EVET,14.53,EVET,0.7,HAYIR,0.36,EVET,-2.15,HAYIR,3,8,FLL,NASDAQ,,,,
80.62,EVET,111.75,HAYIR,2.16,EVET,4.31,HAYIR,-0.16,EVET,-10.76,HAYIR,3,8,TMCI,NASDAQ,,,,
-8.3,HAYIR,-68.28,EVET,6.62,EVET,3.05,HAYIR,-17.65,EVET,-453.57,HAYIR,3,8,MERC,NASDAQ,,,,
25.4,HAYIR,13.94,EVET,4.74,EVET,1.46,HAYIR,0.17,EVET,6.83,HAYIR,3,8,GUBRF,BIST,23.23,HAYIR,HAYIR,552.14
70.26,EVET,2140.09,HAYIR,,,0.4,HAYIR,-0.0,EVET,336.2,EVET,3,8,CAST,NASDAQ,,,,
67.36,EVET,157.35,HAYIR,13.7,EVET,2.19,HAYIR,-0.36,EVET,10.47,HAYIR,3,8,FBIO,NASDAQ,,,,
-3.16,HAYIR,-472.67,EVET,12.14,EVET,0.5,HAYIR,-23.57,EVET,-28.1,HAYIR,3,8,LGO,NASDAQ,,,,
-24.66,HAYIR,-62.69,EVET,5.59,EVET,1.83,EVET,58.47,HAYIR,-8.56,HAYIR,3,8,NNBR,NASDAQ,,,,
16.63,HAYIR,41.86,HAYIR,7.95,EVET,1.55,EVET,3.61,EVET,-4.06,HAYIR,3,8,EUREN,BIST,-6.05,HAYIR,HAYIR,
20.55,HAYIR,13.15,EVET,2.89,EVET,0.9,HAYIR,1.15,EVET,-54.29,HAYIR,3,8,BZFD,NASDAQ,,,,
15.19,HAYIR,65.17,HAYIR,0.93,EVET,1.95,EVET,-0.46,EVET,2.22,HAYIR,3,8,CMENT,BIST,26.37,HAYIR,HAYIR,322.39
100.0,EVET,22251.42,HAYIR,7785.52,HAYIR,1.85,EVET,0.11,EVET,-47.49,HAYIR,3,8,ARAI,NASDAQ,,,,
61.81,EVET,494.98,HAYIR,27.95,HAYIR,0.16,HAYIR,-0.84,EVET,114.83,EVET,3,8,CELU,NASDAQ,,,,
42.61,EVET,106.14,HAYIR,0.74,EVET,0.63,HAYIR,-10.63,EVET,-87.77,HAYIR,3,8,LVLU,NASDAQ,,,,
55.37,EVET,108.63,HAYIR,0.26,EVET,2.56,HAYIR,0.38,EVET,-8.76,HAYIR,3,8,VIVO,NASDAQ,,,,
66.75,EVET,10.01,EVET,16.98,HAYIR,2.27,HAYIR,0.55,EVET,0.23,HAYIR,3,8,DAPGM,BIST,295.16,HAYIR,HAYIR,1.26
65.09,EVET,164.76,HAYIR,1.64,EVET,0.76,HAYIR,-0.1,EVET,-23.05,HAYIR,3,8,YXT,NASDAQ,,,,
3.49,HAYIR,399.56,HAYIR,2.21,EVET,1.58,EVET,-13.39,EVET,-0.65,HAYIR,3,8,RITR,NASDAQ,,,,
45.29,EVET,252.19,HAYIR,5.03,EVET,1.03,HAYIR,-0.96,EVET,-35.92,HAYIR,3,8,CREX,NASDAQ,,,,
47.02,EVET,-185.93,EVET,,,2.51,HAYIR,-0.32,EVET,-51.26,HAYIR,3,8,PXLW,NASDAQ,,,,
59.69,EVET,66.78,HAYIR,1.66,EVET,2.86,HAYIR,0.22,EVET,3.07,HAYIR,3,8,DESA,BIST,13.2,HAYIR,HAYIR,22.93
30.09,HAYIR,104.08,HAYIR,11.96,EVET,1.65,EVET,1.19,EVET,-5.11,HAYIR,3,8,DEVA,BIST,-2.31,HAYIR,HAYIR,
11.1,HAYIR,158.98,HAYIR,1.97,EVET,1.71,EVET,0.03,EVET,-6.83,HAYIR,3,8,CULP,NASDAQ,,,,
98.22,EVET,110.3,HAYIR,,,2.2,HAYIR,1.51,EVET,201.2,EVET,3,8,XLO,NASDAQ,,,,
54.66,EVET,108.2,HAYIR,0.95,EVET,1.05,HAYIR,0.26,EVET,-3.6,HAYIR,3,8,BRAG,NASDAQ,,,,
7.63,HAYIR,26.29,EVET,2.67,EVET,1.03,HAYIR,1.04,EVET,19.04,HAYIR,3,8,DGATE,BIST,9.44,HAYIR,HAYIR,206.79
-11.46,HAYIR,-681.67,EVET,32.91,HAYIR,0.75,HAYIR,-2.08,EVET,21.88,EVET,3,8,ARBK,NASDAQ,,,,
81.77,EVET,5.13,EVET,32.92,HAYIR,0.05,HAYIR,3.28,EVET,-1.94,HAYIR,3,8,DGGYO,BIST,-8.84,HAYIR,HAYIR,
49.36,EVET,107.1,HAYIR,0.08,EVET,1431.7,HAYIR,-11.44,EVET,-1.92,HAYIR,3,8,GROW,NASDAQ,,,,
21.56,HAYIR,70.62,HAYIR,3.78,EVET,1.57,EVET,1.06,EVET,2.6,HAYIR,3,8,DOHOL,BIST,6.22,HAYIR,HAYIR,83.63
-21.72,HAYIR,-15030.23,EVET,116.67,HAYIR,0.43,HAYIR,-1.41,EVET,44.79,EVET,3,8,PLUR,NASDAQ,,,,
81.37,EVET,21.2,EVET,1.96,EVET,7.07,HAYIR,,,2.08,HAYIR,3,8,RAND,NASDAQ,,,,
87.61,EVET,35.4,HAYIR,2.87,EVET,29.78,HAYIR,-1.07,EVET,1.11,HAYIR,3,8,DZGYO,BIST,13.11,HAYIR,HAYIR,14.29
26.89,HAYIR,-927.32,EVET,-4.09,EVET,0.41,HAYIR,-0.26,EVET,-32.06,HAYIR,3,8,ABVC,NASDAQ,,,,
43.17,EVET,239.63,HAYIR,1.12,EVET,2.37,HAYIR,-0.27,EVET,-39.14,HAYIR,3,8,BIRD,NASDAQ,,,,
54.96,EVET,430.28,HAYIR,6.22,EVET,6.94,HAYIR,-9.33,EVET,-1.44,HAYIR,3,8,MOBBW,NASDAQ,,,,
,,-489742.64,EVET,,,0.17,HAYIR,0.07,EVET,87.1,EVET,3,8,SDST,NASDAQ,,,,
97.91,EVET,3180.29,HAYIR,,,5.43,HAYIR,-0.2,EVET,52.92,EVET,3,8,NEON,NASDAQ,,,,
13.26,HAYIR,200.26,HAYIR,11.98,EVET,0.58,HAYIR,-5.53,EVET,36.25,EVET,3,8,FOXX,NASDAQ,,,,
14.92,HAYIR,13.23,EVET,10.63,EVET,1.38,HAYIR,1.67,EVET,-0.19,HAYIR,3,8,BRLSM,BIST,-290.19,HAYIR,HAYIR,
-2.78,HAYIR,-1332.73,EVET,0.1,EVET,1.47,HAYIR,-0.07,EVET,-165.81,HAYIR,3,8,NCEW,NASDAQ,,,,
78.13,EVET,311.61,HAYIR,7.38,EVET,2.85,HAYIR,0.28,EVET,-75.79,HAYIR,3,8,DYAI,NASDAQ,,,,
59.99,EVET,121.65,HAYIR,3.69,EVET,1.16,HAYIR,0.19,EVET,-74.53,HAYIR,3,8,AYTU,NASDAQ,,,,
45.77,EVET,110.75,HAYIR,11.58,EVET,1.0,HAYIR,-7.96,EVET,15.05,HAYIR,3,8,SPWRW,NASDAQ,,,,
-2.14,HAYIR,-513.59,EVET,1.17,EVET,2.05,HAYIR,1.1,EVET,1.32,HAYIR,3,8,BUCIM,BIST,11.38,HAYIR,HAYIR,13.55
102.48,EVET,-989.18,EVET,,,0.35,HAYIR,-0.52,EVET,0.0,HAYIR,3,8,OTLK,NASDAQ,,,,
9.69,HAYIR,26.67,EVET,0.28,EVET,3.23,HAYIR,0.55,EVET,8.69,HAYIR,3,8,YSXT,NASDAQ,,,,
102.18,EVET,185.69,HAYIR,13.62,EVET,1.12,HAYIR,8.26,HAYIR,103.61,EVET,3,8,LPSN,NASDAQ,,,,
-25.07,HAYIR,-48.39,EVET,1.5,EVET,2.74,HAYIR,-1.84,EVET,-3.25,HAYIR,3,8,CEMAS,BIST,-6.94,HAYIR,HAYIR,
49.23,EVET,87.03,HAYIR,1.14,EVET,1.79,EVET,5.54,HAYIR,5.11,HAYIR,3,8,VNCE,NASDAQ,,,,
67.52,EVET,154.08,HAYIR,5.81,EVET,3.3,HAYIR,-0.43,EVET,-552.54,HAYIR,3,8,TELA,NASDAQ,,,,
68.05,EVET,90.24,HAYIR,,,1.98,EVET,-29.1,EVET,0.55,HAYIR,3,8,TOP,NASDAQ,,,,
-168.25,HAYIR,-122.87,EVET,5.61,EVET,0.89,HAYIR,0.12,EVET,-194.98,HAYIR,3,8,KPLT,NASDAQ,,,,
,,,,0.41,EVET,0.97,HAYIR,0.03,EVET,285.04,EVET,3,8,APLM,NASDAQ,,,,
41.32,EVET,91.42,HAYIR,9.15,EVET,2.01,HAYIR,-0.42,EVET,-0.79,HAYIR,3,8,ECILC,BIST,-42.04,HAYIR,HAYIR,
-625.51,HAYIR,-343.04,EVET,172.16,HAYIR,0.77,HAYIR,-0.06,EVET,4825.34,EVET,3,8,ZOOZ,NASDAQ,,,,
61.61,EVET,99.56,HAYIR,1.2,EVET,0.95,HAYIR,1.3,EVET,-2.4,HAYIR,3,8,CNVS,NASDAQ,,,,
99.75,EVET,20.24,EVET,20.73,HAYIR,5.52,HAYIR,3.09,EVET,2.78,HAYIR,3,8,LOAN,NASDAQ,,,,
79.13,EVET,110.19,HAYIR,0.41,EVET,0.09,HAYIR,-31.06,EVET,0.18,HAYIR,3,8,YMT,NASDAQ,,,,
18.09,HAYIR,129.37,HAYIR,3.35,EVET,0.96,HAYIR,-20.77,EVET,209.49,EVET,3,8,AIRTP,NASDAQ,,,,
10.35,HAYIR,205.73,HAYIR,5.05,EVET,1.77,EVET,2.99,EVET,-0.23,HAYIR,3,8,ENSRI,BIST,-1606.61,HAYIR,HAYIR,
,,,,0.0,EVET,0.38,HAYIR,,,34.45,EVET,3,8,ESCOM,BIST,0.85,EVET,HAYIR,160.5
,,-315550.17,EVET,,,0.58,HAYIR,0.4,EVET,75.74,EVET,3,8,OKYO,NASDAQ,,,,
23.98,HAYIR,17.36,EVET,4.62,EVET,1.29,HAYIR,-4.15,EVET,-0.01,HAYIR,3,8,ETILR,BIST,-6468.06,HAYIR,HAYIR,
-16.24,HAYIR,-23.32,EVET,11.11,EVET,0.5,HAYIR,-7.01,EVET,-20.65,HAYIR,3,8,MDIA,NASDAQ,,,,
-6.26,HAYIR,-7584.06,EVET,0.07,EVET,15.92,HAYIR,0.45,EVET,-6.51,HAYIR,3,8,SLDPW,NASDAQ,,,,
18.61,HAYIR,28.65,EVET,0.1,EVET,2.61,HAYIR,1.23,EVET,-0.31,HAYIR,3,8,EUPWR,BIST,-149.63,HAYIR,HAYIR,
68.03,EVET,78.37,HAYIR,5.32,EVET,1.22,HAYIR,-5.4,EVET,-3.34,HAYIR,3,8,BTMD,NASDAQ,,,,
17.69,HAYIR,350.64,HAYIR,4.63,EVET,1.63,EVET,-1.33,EVET,-30.76,HAYIR,3,8,BOF,NASDAQ,,,,
16.01,HAYIR,139.34,HAYIR,0.39,EVET,1.66,EVET,-2.3,EVET,-21.62,HAYIR,3,8,PRTS,NASDAQ,,,,
81.59,EVET,81.38,HAYIR,6.55,EVET,0.49,HAYIR,-2.7,EVET,5.38,HAYIR,3,8,PRGS,NASDAQ,,,,
29.95,HAYIR,36.58,HAYIR,9.47,EVET,1.53,EVET,2.4,EVET,3.41,HAYIR,3,8,EDRY,NASDAQ,,,,
61.58,EVET,63.33,HAYIR,6.48,EVET,3.89,HAYIR,1.9,EVET,1.06,HAYIR,3,8,SELF,NASDAQ,,,,
-673.61,HAYIR,-13.37,EVET,0.31,EVET,2.97,HAYIR,0.4,EVET,-45.36,HAYIR,3,8,IMMP,NASDAQ,,,,
54.96,EVET,430.28,HAYIR,6.22,EVET,6.94,HAYIR,-9.33,EVET,-1.44,HAYIR,3,8,MOB,NASDAQ,,,,
32.68,HAYIR,103.5,HAYIR,1.28,EVET,1.83,EVET,-430.89,EVET,-1.88,HAYIR,3,8,OCC,NASDAQ,,,,
80.14,EVET,85.35,HAYIR,,,1.83,EVET,-3.1,EVET,13.02,HAYIR,3,8,ACFN,NASDAQ,,,,
100.0,EVET,376.12,HAYIR,1.46,EVET,3.91,HAYIR,-0.32,EVET,-1.47,HAYIR,3,8,FGNX,NASDAQ,,,,
57.68,EVET,17.75,EVET,19.45,HAYIR,0.72,HAYIR,0.55,EVET,3.14,HAYIR,3,8,EDIP,BIST,2.74,HAYIR,HAYIR,325.48
99.76,EVET,103.4,HAYIR,,,27.54,HAYIR,-0.0,EVET,59.58,EVET,3,8,DOMH,NASDAQ,,,,
38.61,HAYIR,1783.7,HAYIR,0.42,EVET,0.53,HAYIR,-0.01,EVET,474.77,EVET,3,8,SLGB,NASDAQ,,,,
70.28,EVET,142.93,HAYIR,6.8,EVET,2.11,HAYIR,-1.67,EVET,-35.14,HAYIR,3,8,CTSO,NASDAQ,,,,
33.62,HAYIR,56.26,HAYIR,0.32,EVET,1.82,EVET,0.14,EVET,2.05,HAYIR,3,8,EGGUB,BIST,18.58,HAYIR,HAYIR,160.84
62.74,EVET,520.29,HAYIR,7.92,EVET,2.7,HAYIR,0.38,EVET,-43.27,HAYIR,3,8,AIRE,NASDAQ,,,,
48.01,EVET,85.61,HAYIR,0.94,EVET,2.32,HAYIR,-1.3,EVET,0.69,HAYIR,3,8,NTWK,NASDAQ,,,,
-53.34,HAYIR,-469.34,EVET,1.88,EVET,3.62,HAYIR,0.48,EVET,-35.46,HAYIR,3,8,KSCP,NASDAQ,,,,
50.92,EVET,60.77,HAYIR,2.69,EVET,3.04,HAYIR,0.47,EVET,1.58,HAYIR,3,8,ELITE,BIST,27.82,HAYIR,HAYIR,25.36
-25.92,HAYIR,-517.45,EVET,3.02,EVET,0.2,HAYIR,0.24,EVET,-7.7,HAYIR,3,8,USEG,NASDAQ,,,,
41.99,EVET,74.93,HAYIR,0.0,EVET,2.07,HAYIR,0.68,EVET,7.03,HAYIR,3,8,MAMO,NASDAQ,,,,
-678.39,HAYIR,-2647.8,EVET,1201.83,HAYIR,0.04,HAYIR,-0.11,EVET,23.62,EVET,3,8,STI,NASDAQ,,,,
84.96,EVET,106.11,HAYIR,0.17,EVET,1.46,HAYIR,-23.71,EVET,-6.48,HAYIR,3,8,FIEE,NASDAQ,,,,
-375.33,HAYIR,-2309.09,EVET,,,0.56,HAYIR,-0.61,EVET,159.23,EVET,3,8,KWM,NASDAQ,,,,
22.66,HAYIR,29.14,EVET,3.88,EVET,3.79,HAYIR,-1.14,EVET,2.1,HAYIR,3,8,ENKAI,BIST,17.97,HAYIR,HAYIR,132.05
66.25,EVET,97.83,HAYIR,0.0,EVET,0.77,HAYIR,-25.66,EVET,4.51,HAYIR,3,8,JG,NASDAQ,,,,
83.61,EVET,111.99,HAYIR,0.83,EVET,1.01,HAYIR,2.2,EVET,-5.67,HAYIR,3,8,CPIX,NASDAQ,,,,
100.0,EVET,3366.51,HAYIR,,,14.74,HAYIR,1.16,EVET,25.41,EVET,3,8,RLYB,NASDAQ,,,,
44.82,EVET,144.53,HAYIR,,,1.98,EVET,-0.2,EVET,-8.63,HAYIR,3,8,AIRG,NASDAQ,,,,
48.75,EVET,102.03,HAYIR,0.15,EVET,1.27,HAYIR,1.31,EVET,-0.57,HAYIR,3,8,PRPO,NASDAQ,,,,
99.02,EVET,60.91,HAYIR,1.04,EVET,3.37,HAYIR,0.12,EVET,8.95,HAYIR,3,8,EHTH,NASDAQ,,,,
-4.16,HAYIR,-904.72,EVET,2.72,EVET,3.2,HAYIR,0.25,EVET,-13.21,HAYIR,3,8,BITF,NASDAQ,,,,
,,-7729.03,EVET,,,22.24,HAYIR,-0.22,EVET,23.81,EVET,3,8,ORMP,NASDAQ,,,,
67.42,EVET,9.14,EVET,39.31,HAYIR,0.7,HAYIR,0.21,EVET,6.17,HAYIR,3,8,ZRGYO,BIST,5.23,HAYIR,HAYIR,103.12
159.05,EVET,408.96,HAYIR,6.32,EVET,1.09,HAYIR,-1.58,EVET,-19.7,HAYIR,3,8,HUT,NASDAQ,,,,
42.1,EVET,94.32,HAYIR,0.06,EVET,5.75,HAYIR,-8.33,EVET,2.88,HAYIR,3,8,HSAI,NASDAQ,,,,
33.13,HAYIR,65.8,HAYIR,0.57,EVET,1.8,EVET,0.68,EVET,2.74,HAYIR,3,8,ADUS,NASDAQ,,,,
46.73,EVET,91.06,HAYIR,3.96,EVET,3.65,HAYIR,1.78,EVET,0.86,HAYIR,3,8,ALGM,NASDAQ,,,,
-231.13,HAYIR,-111.78,EVET,,,1.99,EVET,0.42,EVET,-4.54,HAYIR,3,8,MESO,NASDAQ,,,,
75.12,EVET,91.83,HAYIR,,,6.26,HAYIR,-3.02,EVET,23.65,EVET,3,8,LIF,NASDAQ,,,,
44.28,EVET,85.66,HAYIR,0.24,EVET,2.07,HAYIR,3.04,EVET,3.56,HAYIR,3,8,ENPH,NASDAQ,,,,
77.5,EVET,88.66,HAYIR,6.5,EVET,2.11,HAYIR,2.68,EVET,0.84,HAYIR,3,8,EVCM,NASDAQ,,,,
46.16,EVET,54.25,HAYIR,6.97,EVET,0.86,HAYIR,-11.1,EVET,-21.88,HAYIR,3,8,WSC,NASDAQ,,,,
14.2,HAYIR,54.78,HAYIR,2.0,EVET,1.97,EVET,3.84,EVET,0.22,HAYIR,3,8,CENX,NASDAQ,,,,
80.97,EVET,103.85,HAYIR,2.42,EVET,2.67,HAYIR,1.21,EVET,-1.82,HAYIR,3,8,MIRM,NASDAQ,,,,
72.03,EVET,60.19,HAYIR,0.03,EVET,,,-0.3,EVET,5.96,HAYIR,3,8,PLMR,NASDAQ,,,,
43.22,EVET,40.42,HAYIR,0.71,EVET,1.21,HAYIR,0.29,EVET,5.11,HAYIR,3,8,ACGLN,NASDAQ,,,,
90.1,EVET,155.01,HAYIR,33.51,HAYIR,2.35,HAYIR,1.73,EVET,65.74,EVET,3,8,PTCT,NASDAQ,,,,
38.98,HAYIR,129.8,HAYIR,0.3,EVET,0.65,HAYIR,-0.34,EVET,84.16,EVET,3,8,LYFT,NASDAQ,,,,
2.29,HAYIR,24.37,EVET,1.25,EVET,1.67,EVET,6.62,HAYIR,5.51,HAYIR,3,8,SNEX,NASDAQ,,,,
9.81,HAYIR,3.55,EVET,1.37,EVET,5.75,HAYIR,2.81,EVET,4.11,HAYIR,3,8,CIGI,NASDAQ,,,,
59.62,EVET,85.19,HAYIR,0.58,EVET,3.3,HAYIR,-1.77,EVET,4.74,HAYIR,3,8,RELY,NASDAQ,,,,
66.15,EVET,61.63,HAYIR,3.66,EVET,1.02,HAYIR,-0.99,EVET,13.34,HAYIR,3,8,MGNI,NASDAQ,,,,
71.42,EVET,84.94,HAYIR,0.0,EVET,11.69,HAYIR,-9.37,EVET,1.24,HAYIR,3,8,BLLN,NASDAQ,,,,
24.22,HAYIR,22.82,EVET,0.81,EVET,4.02,HAYIR,0.37,EVET,1.76,HAYIR,3,8,VSNT,NASDAQ,,,,
-36.45,HAYIR,-146.48,EVET,5.03,EVET,0.96,HAYIR,-0.34,EVET,-24.17,HAYIR,3,8,RIOT,NASDAQ,,,,
47.86,EVET,61.57,HAYIR,0.21,EVET,4.59,HAYIR,-0.72,EVET,8.64,HAYIR,3,8,SOUN,NASDAQ,,,,
35.34,HAYIR,91.33,HAYIR,0.03,EVET,1.85,EVET,-2.2,EVET,0.83,HAYIR,3,8,JOYY,NASDAQ,,,,
39.54,HAYIR,17.65,EVET,0.67,EVET,2.67,HAYIR,-0.82,EVET,5.46,HAYIR,3,8,FSLR,NASDAQ,,,,
43.22,EVET,40.42,HAYIR,0.71,EVET,1.21,HAYIR,0.29,EVET,5.11,HAYIR,3,8,ACGL,NASDAQ,,,,
70.11,EVET,112.45,HAYIR,0.93,EVET,2.23,HAYIR,-19.27,EVET,-3.58,HAYIR,3,8,EXAS,NASDAQ,,,,
73.89,EVET,92.63,HAYIR,0.43,EVET,2.84,HAYIR,-1.13,EVET,0.56,HAYIR,3,8,CSGP,NASDAQ,,,,
40.7,EVET,70.81,HAYIR,1.55,EVET,3.69,HAYIR,-0.21,EVET,1.33,HAYIR,3,8,NOVTU,NASDAQ,,,,
90.88,EVET,71.97,HAYIR,0.04,EVET,3.32,HAYIR,-1.83,EVET,5.79,HAYIR,3,8,INCY,NASDAQ,,,,
10.99,HAYIR,27.59,EVET,0.43,EVET,0.83,HAYIR,1.1,EVET,5.08,HAYIR,3,8,JBHT,NASDAQ,,,,
64.97,EVET,77.58,HAYIR,4.17,EVET,2.75,HAYIR,1.92,EVET,-1.62,HAYIR,3,8,IAC,NASDAQ,,,,
56.23,EVET,73.21,HAYIR,0.42,EVET,2.97,HAYIR,0.52,EVET,6.61,HAYIR,3,8,WDFC,NASDAQ,,,,
6.3,HAYIR,40.61,HAYIR,0.2,EVET,1.7,EVET,0.38,EVET,5.73,HAYIR,3,8,SMCI,NASDAQ,,,,
41.61,EVET,60.63,HAYIR,1.27,EVET,3.09,HAYIR,3.22,EVET,0.78,HAYIR,3,8,DORM,NASDAQ,,,,
19.48,HAYIR,59.8,HAYIR,1.28,EVET,1.6,EVET,0.79,EVET,2.23,HAYIR,3,8,FORTY,NASDAQ,,,,
79.24,EVET,68.6,HAYIR,5.05,EVET,0.62,HAYIR,3.53,EVET,-6.05,HAYIR,3,8,DBX,NASDAQ,,,,
199.76,EVET,69.06,HAYIR,18.21,HAYIR,9.07,HAYIR,0.19,EVET,133.34,EVET,3,8,ANAB,NASDAQ,,,,
66.73,EVET,49.43,HAYIR,0.13,EVET,2.16,HAYIR,-0.97,EVET,2.89,HAYIR,3,8,DSGX,NASDAQ,,,,
59.48,EVET,81.45,HAYIR,0.04,EVET,1.31,HAYIR,-0.75,EVET,3.16,HAYIR,3,8,AGYS,NASDAQ,,,,
85.02,EVET,103.54,HAYIR,0.79,EVET,0.89,HAYIR,-9.7,EVET,-2.68,HAYIR,3,8,TEAM,NASDAQ,,,,
91.61,EVET,189.73,HAYIR,8.06,EVET,4.41,HAYIR,-1.13,EVET,-34.16,HAYIR,3,8,RYTM,NASDAQ,,,,
90.7,EVET,546.86,HAYIR,0.03,EVET,6.53,HAYIR,0.52,EVET,-12.45,HAYIR,3,8,STOK,NASDAQ,,,,
62.38,EVET,78.63,HAYIR,1.88,EVET,1.24,HAYIR,1.15,EVET,1.8,HAYIR,3,8,DGII,NASDAQ,,,,
40.87,EVET,76.94,HAYIR,0.73,EVET,3.27,HAYIR,-4.07,EVET,0.55,HAYIR,3,8,ACMR,NASDAQ,,,,
8.18,HAYIR,43.33,HAYIR,0.35,EVET,1.53,EVET,1.78,EVET,7.39,HAYIR,3,8,CHRW,NASDAQ,,,,
88.68,EVET,27.37,EVET,,,9.26,HAYIR,-6.59,EVET,8.48,HAYIR,3,8,FUTU,NASDAQ,,,,
70.46,EVET,108.63,HAYIR,11.21,EVET,3.04,HAYIR,-10.11,EVET,-11.11,HAYIR,3,8,ESTA,NASDAQ,,,,
57.19,EVET,113.75,HAYIR,2.09,EVET,2.09,HAYIR,-94.8,EVET,-3.16,HAYIR,3,8,ALKT,NASDAQ,,,,
20.91,HAYIR,74.88,HAYIR,3.98,EVET,1.57,EVET,3.37,EVET,-0.15,HAYIR,3,8,LGN,NASDAQ,,,,
13.36,HAYIR,9.31,EVET,0.28,EVET,3.76,HAYIR,1.61,EVET,0.94,HAYIR,3,8,VSEC,NASDAQ,,,,
50.48,EVET,96.56,HAYIR,4.8,EVET,1.98,EVET,36.33,HAYIR,11.85,HAYIR,3,8,PTON,NASDAQ,,,,
57.08,EVET,61.17,HAYIR,7.1,EVET,1.03,HAYIR,2.92,EVET,3.14,HAYIR,3,8,FISV,NASDAQ,,,,
53.53,EVET,45.16,HAYIR,5.41,EVET,8.0,HAYIR,2.39,EVET,-13.02,HAYIR,3,8,GSHD,NASDAQ,,,,
64.14,EVET,85.96,HAYIR,2.1,EVET,0.65,HAYIR,2.94,EVET,6.83,HAYIR,3,8,UAL,NASDAQ,,,,
13.24,HAYIR,81.64,HAYIR,0.02,EVET,1.75,EVET,-2.3,EVET,3.01,HAYIR,3,8,LSTR,NASDAQ,,,,
84.04,EVET,84.87,HAYIR,3.41,EVET,0.73,HAYIR,-0.11,EVET,15.97,HAYIR,3,8,EXPE,NASDAQ,,,,
59.68,EVET,110.78,HAYIR,1.8,EVET,1.96,EVET,15.78,HAYIR,-3.1,HAYIR,3,8,LEGN,NASDAQ,,,,
91.12,EVET,3.95,EVET,40.23,HAYIR,1.13,HAYIR,-0.51,EVET,5.3,HAYIR,3,8,IBKR,NASDAQ,,,,
12.6,HAYIR,59.67,HAYIR,3.31,EVET,1.76,EVET,3.42,EVET,-0.05,HAYIR,3,8,RDNT,NASDAQ,,,,
96.15,EVET,79.72,HAYIR,9.24,EVET,2.71,HAYIR,0.13,EVET,5.08,HAYIR,3,8,ANIP,NASDAQ,,,,
82.51,EVET,214.71,HAYIR,7.81,EVET,3.83,HAYIR,-0.21,EVET,-44.45,HAYIR,3,8,INSM,NASDAQ,,,,
49.42,EVET,80.35,HAYIR,0.02,EVET,4.64,HAYIR,-2.31,EVET,2.04,HAYIR,3,8,KLIC,NASDAQ,,,,
78.7,EVET,69.35,HAYIR,0.17,EVET,5.03,HAYIR,-0.02,EVET,6.55,HAYIR,3,8,VCEL,NASDAQ,,,,
75.43,EVET,76.26,HAYIR,0.49,EVET,7.85,HAYIR,-1.16,EVET,14.2,HAYIR,3,8,CAI,NASDAQ,,,,
90.49,EVET,86.35,HAYIR,3.89,EVET,3.41,HAYIR,-1.53,EVET,1.52,HAYIR,3,8,ONC,NASDAQ,,,,
-119.19,HAYIR,-37.6,EVET,6.35,EVET,1.27,HAYIR,-16.84,EVET,-49.24,HAYIR,3,8,MARA,NASDAQ,,,,
43.94,EVET,21.12,EVET,,,10.06,HAYIR,-2.82,EVET,3.58,HAYIR,3,8,CPRT,NASDAQ,,,,
71.88,EVET,78.0,HAYIR,1.45,EVET,3.6,HAYIR,-2.48,EVET,2.58,HAYIR,3,8,HRMY,NASDAQ,,,,
54.3,EVET,73.92,HAYIR,2.2,EVET,1.18,HAYIR,1.59,EVET,1.77,HAYIR,3,8,GEHC,NASDAQ,,,,
66.11,EVET,21557.24,HAYIR,9.0,EVET,5.62,HAYIR,-0.09,EVET,-24.72,HAYIR,3,8,STRC,NASDAQ,,,,
35.81,HAYIR,7.43,EVET,0.47,EVET,0.6,HAYIR,0.81,EVET,14.45,HAYIR,3,8,LAUR,NASDAQ,,,,
64.05,EVET,48.44,HAYIR,2.8,EVET,14.64,HAYIR,-0.34,EVET,14.0,HAYIR,3,8,INVA,NASDAQ,,,,
