Brut_Kar_Marji_%,BKM_Gecti,FaalGid_BrutKar_%,FGBK_Gecti,FinansGid_Gelir_%,FGG_Gecti,Cari_Oran,CO_Gecti,NetBorc_FAVOK,NB_Gecti,ROE_%,ROE_Gecti,Toplam_Puan,Maks_Puan,Hisse,Borsa,FK_Orani,FK_Gecti,EPS_Surekli_Artis,Icsel_Deger
20.73,HAYIR,44.56,HAYIR,12.02,EVET,0.36,HAYIR,0.7,EVET,-2.82,HAYIR,2,8,CVKMD,BIST,-42.3,HAYIR,HAYIR,
23.21,HAYIR,120.66,HAYIR,14.35,EVET,0.6,HAYIR,1.21,EVET,-30.75,HAYIR,2,8,CRFSA,BIST,-3.58,HAYIR,HAYIR,
14.42,HAYIR,85.13,HAYIR,16.33,HAYIR,1.8,EVET,2.92,EVET,1.93,HAYIR,2,8,CONSE,BIST,19.13,HAYIR,HAYIR,4.64
0.48,HAYIR,965.89,HAYIR,2.7,EVET,0.76,HAYIR,1.52,EVET,-23.16,HAYIR,2,8,CMBTN,BIST,-7.9,HAYIR,HAYIR,
8.61,HAYIR,168.58,HAYIR,0.05,EVET,3.43,HAYIR,-5.73,EVET,2.23,HAYIR,2,8,CEOEM,BIST,24.57,HAYIR,HAYIR,21.89
1.79,HAYIR,354.65,HAYIR,5.96,EVET,1.18,HAYIR,2.76,EVET,-1.24,HAYIR,2,8,ACSEL,BIST,-41.34,HAYIR,HAYIR,
,,,,,,0.15,HAYIR,0.1,EVET,303.97,EVET,2,8,TLNC,NASDAQ,,,,
45.54,EVET,129681.11,HAYIR,76252.34,HAYIR,0.17,HAYIR,-0.09,EVET,16.14,HAYIR,2,8,ASBPW,NASDAQ,,,,
1.5,HAYIR,3504.76,HAYIR,0.3,EVET,2.33,HAYIR,-0.41,EVET,-33.6,HAYIR,2,8,JFBRW,NASDAQ,,,,
86.91,EVET,48.06,HAYIR,0.39,EVET,6.6,HAYIR,,,5.13,HAYIR,2,8,UTHR,NASDAQ,,,,
23.69,HAYIR,50.2,HAYIR,2.14,EVET,2.42,HAYIR,2.25,EVET,5.63,HAYIR,2,8,LPLA,NASDAQ,,,,
,,,,,,0.1,HAYIR,-0.06,EVET,39.0,EVET,2,8,CEPT,NASDAQ,,,,
71.36,EVET,61.03,HAYIR,28.64,HAYIR,0.82,HAYIR,3.02,EVET,3.36,HAYIR,2,8,FITBI,NASDAQ,,,,
24.04,HAYIR,9102.38,HAYIR,2.16,EVET,2.62,HAYIR,0.01,EVET,-29.21,HAYIR,2,8,BNCWW,NASDAQ,,,,
49.84,EVET,123.2,HAYIR,,,0.15,HAYIR,-1.74,EVET,-32.6,HAYIR,2,8,AXIN,NASDAQ,,,,
73.6,EVET,82.79,HAYIR,,,2.28,HAYIR,-75.35,EVET,3.27,HAYIR,2,8,APXTW,NASDAQ,,,,
73.6,EVET,82.79,HAYIR,,,2.28,HAYIR,-75.35,EVET,3.27,HAYIR,2,8,APXTU,NASDAQ,,,,
73.6,EVET,82.79,HAYIR,,,2.28,HAYIR,-75.35,EVET,3.27,HAYIR,2,8,APXT,NASDAQ,,,,
,,,,,,0.1,HAYIR,-0.92,EVET,113.36,EVET,2,8,APACR,NASDAQ,,,,
60.49,EVET,509.96,HAYIR,,,0.02,HAYIR,-0.14,EVET,-28.4,HAYIR,2,8,ALOY,NASDAQ,,,,
275.29,EVET,2.92,EVET,130.41,HAYIR,0.03,HAYIR,13.95,HAYIR,3.75,HAYIR,2,8,ADAMH,NASDAQ,,,,
275.29,EVET,2.92,EVET,130.41,HAYIR,0.03,HAYIR,13.95,HAYIR,3.75,HAYIR,2,8,ADAMG,NASDAQ,,,,
,,,,,,0.01,HAYIR,-0.29,EVET,495.01,EVET,2,8,ADAC,NASDAQ,,,,
63.27,EVET,140.55,HAYIR,0.72,EVET,7.54,HAYIR,27.48,HAYIR,-1.57,HAYIR,2,8,BNTX,NASDAQ,,,,
-48.8,HAYIR,-6375.5,EVET,,,0.19,HAYIR,-0.06,EVET,0.96,HAYIR,2,8,TDAC,NASDAQ,,,,
39.17,HAYIR,68.55,HAYIR,0.33,EVET,1.07,HAYIR,1.45,EVET,13.48,HAYIR,2,8,DLTR,NASDAQ,,,,
22.91,HAYIR,50.13,HAYIR,1.89,EVET,2.78,HAYIR,2.92,EVET,2.1,HAYIR,2,8,FOX,NASDAQ,,,,
53.53,EVET,30.68,HAYIR,23.23,HAYIR,,,-1.39,EVET,1.65,HAYIR,2,8,SOFI,NASDAQ,,,,
19.06,HAYIR,760.17,HAYIR,158.44,HAYIR,0.16,HAYIR,-0.79,EVET,71.86,EVET,2,8,HUBCW,NASDAQ,,,,
-25.52,HAYIR,-205.4,EVET,25.12,HAYIR,1.48,HAYIR,-4.37,EVET,-86.8,HAYIR,2,8,MLECW,NASDAQ,,,,
19.06,HAYIR,760.17,HAYIR,158.44,HAYIR,0.16,HAYIR,-0.79,EVET,71.86,EVET,2,8,HUBCZ,NASDAQ,,,,
76.29,EVET,73.73,HAYIR,,,4.33,HAYIR,-0.34,EVET,6.87,HAYIR,2,8,ZM,NASDAQ,,,,
,,-43843.75,EVET,,,5.41,HAYIR,-101.46,EVET,-0.03,HAYIR,2,8,REVBW,NASDAQ,,,,
15.34,HAYIR,376.33,HAYIR,3.03,EVET,2.41,HAYIR,-0.0,EVET,6.84,HAYIR,2,8,XOSWW,NASDAQ,,,,
6.68,HAYIR,119.44,HAYIR,1.67,EVET,1.46,HAYIR,2.84,EVET,1.31,HAYIR,2,8,FWONK,NASDAQ,,,,
,,-82200.0,EVET,,,3.97,HAYIR,0.67,EVET,-46.75,HAYIR,2,8,SLXNW,NASDAQ,,,,
80.98,EVET,1388.2,HAYIR,26.37,HAYIR,2.21,HAYIR,0.46,EVET,-1.28,HAYIR,2,8,COEPW,NASDAQ,,,,
-4381.29,HAYIR,-839.44,EVET,64.47,HAYIR,9.79,HAYIR,0.81,EVET,-21.01,HAYIR,2,8,CDIOW,NASDAQ,,,,
30.95,HAYIR,610.0,HAYIR,6.26,EVET,4.25,HAYIR,0.5,EVET,-28.67,HAYIR,2,8,DFSCW,NASDAQ,,,,
84.83,EVET,433.59,HAYIR,19.45,HAYIR,,,0.49,EVET,19.85,HAYIR,2,8,CHW,NASDAQ,,,,
38.06,HAYIR,67.61,HAYIR,0.07,EVET,1.41,HAYIR,0.78,EVET,12.72,HAYIR,2,8,ULTA,NASDAQ,,,,
62.02,EVET,169.66,HAYIR,89.26,HAYIR,0.63,HAYIR,-7.03,EVET,6.97,HAYIR,2,8,DSACW,NASDAQ,,,,
,,,,,,0.01,HAYIR,-0.66,EVET,194.26,EVET,2,8,DYORU,NASDAQ,,,,
,,,,,,0.02,HAYIR,1.25,EVET,32.75,EVET,2,8,TBMC,NASDAQ,,,,
63.27,EVET,5974.19,HAYIR,,,3.18,HAYIR,0.27,EVET,-55.44,HAYIR,2,8,SSM,NASDAQ,,,,
,,,,,,0.06,HAYIR,-0.75,EVET,180.1,EVET,2,8,SSACU,NASDAQ,,,,
,,,,,,0.03,HAYIR,-0.82,EVET,150.66,EVET,2,8,RNGT,NASDAQ,,,,
11.83,HAYIR,40.58,HAYIR,0.61,EVET,3.06,HAYIR,1.78,EVET,2.97,HAYIR,2,8,STLD,NASDAQ,,,,
22.91,HAYIR,50.13,HAYIR,1.89,EVET,2.78,HAYIR,2.92,EVET,2.1,HAYIR,2,8,FOXA,NASDAQ,,,,
85.21,EVET,246.39,HAYIR,34.51,HAYIR,9.07,HAYIR,-2.61,EVET,-8.87,HAYIR,2,8,OXSQH,NASDAQ,,,,
9.71,HAYIR,41.61,HAYIR,0.82,EVET,1.4,HAYIR,1.68,EVET,4.67,HAYIR,2,8,FLEX,NASDAQ,,,,
,,-2428.95,EVET,,,4.67,HAYIR,0.77,EVET,-15.39,HAYIR,2,8,NEXM,NASDAQ,,,,
34.92,HAYIR,52.65,HAYIR,1.13,EVET,4.52,HAYIR,0.73,EVET,2.37,HAYIR,2,8,ON,NASDAQ,,,,
6.12,HAYIR,267.42,HAYIR,0.4,EVET,5.46,HAYIR,-32475.33,EVET,-3.04,HAYIR,2,8,METCZ,NASDAQ,,,,
,,-274.56,EVET,,,0.31,HAYIR,-0.02,EVET,-0.17,HAYIR,2,8,MBAVW,NASDAQ,,,,
,,-274.56,EVET,,,0.31,HAYIR,-0.02,EVET,-0.17,HAYIR,2,8,MBAV,NASDAQ,,,,
,,,,,,0.42,HAYIR,-0.1,EVET,110.79,EVET,2,8,LIMNW,NASDAQ,,,,
,,,,,,0.03,HAYIR,-0.83,EVET,76.41,EVET,2,8,LAFAU,NASDAQ,,,,
,,,,,,0.03,HAYIR,-0.84,EVET,75.99,EVET,2,8,LAFAR,NASDAQ,,,,
,,,,,,0.03,HAYIR,-0.83,EVET,76.41,EVET,2,8,LAFA,NASDAQ,,,,
,,,,,,0.07,HAYIR,-0.35,EVET,142.91,EVET,2,8,KRAQU,NASDAQ,,,,
,,,,,,0.05,HAYIR,-2.02,EVET,21.34,EVET,2,8,IRHO,NASDAQ,,,,
,,,,,,0.09,HAYIR,-1.2,EVET,210.89,EVET,2,8,HCMAU,NASDAQ,,,,
,,,,,,0.17,HAYIR,-409.84,EVET,87.1,EVET,2,8,GPACU,NASDAQ,,,,
,,,,,,0.17,HAYIR,-409.84,EVET,87.1,EVET,2,8,GPAC,NASDAQ,,,,
20.32,HAYIR,549.32,HAYIR,14.57,EVET,1.78,EVET,11.95,HAYIR,0.14,HAYIR,2,8,GIGGW,NASDAQ,,,,
20.32,HAYIR,549.32,HAYIR,14.57,EVET,1.78,EVET,11.95,HAYIR,0.14,HAYIR,2,8,GIG,NASDAQ,,,,
-1337.77,HAYIR,-592.52,EVET,3509.04,HAYIR,1.1,HAYIR,-15.68,EVET,-19.45,HAYIR,2,8,GECCO,NASDAQ,,,,
66.42,EVET,56.34,HAYIR,29.83,HAYIR,0.36,HAYIR,2.61,EVET,3.36,HAYIR,2,8,FITBM,NASDAQ,,,,
-1337.77,HAYIR,-592.52,EVET,3509.04,HAYIR,1.1,HAYIR,-15.68,EVET,-19.45,HAYIR,2,8,GECCH,NASDAQ,,,,
-1337.77,HAYIR,-592.52,EVET,3509.04,HAYIR,1.1,HAYIR,-15.68,EVET,-19.45,HAYIR,2,8,GECCG,NASDAQ,,,,
-47.05,HAYIR,-36857.59,EVET,182.28,HAYIR,0.47,HAYIR,-0.24,EVET,-7.9,HAYIR,2,8,EMPD,NASDAQ,,,,
53.77,EVET,60.31,HAYIR,5.29,EVET,0.64,HAYIR,5.15,HAYIR,1.38,HAYIR,2,8,KDP,NASDAQ,,,,
8.3,HAYIR,37.39,HAYIR,6.54,EVET,1.24,HAYIR,0.75,EVET,7.45,HAYIR,2,8,FROTO,BIST,8.14,HAYIR,HAYIR,327.42
60.61,EVET,331.68,HAYIR,398.98,HAYIR,20.05,HAYIR,2.09,EVET,1.07,HAYIR,2,8,FZLGY,BIST,94.24,HAYIR,HAYIR,3.88
6.9,HAYIR,61.55,HAYIR,0.93,EVET,1.42,HAYIR,0.72,EVET,0.62,HAYIR,2,8,PENTA,BIST,51.6,HAYIR,HAYIR,6.42
36.15,HAYIR,88.87,HAYIR,2.07,EVET,2.02,HAYIR,2.21,EVET,-0.52,HAYIR,2,8,INTC,NASDAQ,,,,
8.98,HAYIR,66.76,HAYIR,0.24,EVET,1.38,HAYIR,-0.13,EVET,0.62,HAYIR,2,8,SELEC,BIST,69.7,HAYIR,HAYIR,29.61
30.21,HAYIR,42.51,HAYIR,6.47,EVET,1.05,HAYIR,0.01,EVET,-58.39,HAYIR,2,8,SANEL,BIST,-1.84,HAYIR,HAYIR,
35.98,HAYIR,33.44,HAYIR,1.2,EVET,2.23,HAYIR,-0.19,EVET,5.41,HAYIR,2,8,SAFKR,BIST,20.46,HAYIR,HAYIR,31.12
37.57,HAYIR,14.56,EVET,16.08,HAYIR,1.36,HAYIR,0.53,EVET,2.76,HAYIR,2,8,RYSAS,BIST,15.24,HAYIR,HAYIR,28.11
66.44,EVET,54.61,HAYIR,,,4.87,HAYIR,-0.71,EVET,4.46,HAYIR,2,8,ISRG,NASDAQ,,,,
,,,,,,,,,,20.15,EVET,2,8,RAYSG,BIST,6.32,HAYIR,EVET,794.01
46.11,EVET,62.73,HAYIR,,,5.92,HAYIR,-0.57,EVET,5.52,HAYIR,2,8,SHOP,NASDAQ,,,,
96.01,EVET,49.41,HAYIR,29.05,HAYIR,1.05,HAYIR,-2.18,EVET,7.01,HAYIR,2,8,PSDTC,BIST,14.22,HAYIR,HAYIR,206.97
56.74,EVET,59.27,HAYIR,,,2.36,HAYIR,-0.82,EVET,7.49,HAYIR,2,8,PDD,NASDAQ,,,,
20.21,HAYIR,77.85,HAYIR,5.03,EVET,1.12,HAYIR,1.93,EVET,-0.59,HAYIR,2,8,POLHO,BIST,-50.97,HAYIR,HAYIR,
35.56,HAYIR,55.39,HAYIR,3.85,EVET,1.32,HAYIR,3.77,EVET,1.91,HAYIR,2,8,HON,NASDAQ,,,,
0.29,HAYIR,573.04,HAYIR,1.14,EVET,1.67,EVET,,,-5.46,HAYIR,2,8,PKENT,BIST,-473.63,HAYIR,HAYIR,
19.4,HAYIR,42.39,HAYIR,12.19,EVET,1.32,HAYIR,2.08,EVET,-1.07,HAYIR,2,8,PETUN,BIST,-8.22,HAYIR,HAYIR,
13.43,HAYIR,42.5,HAYIR,3.39,EVET,1.09,HAYIR,1.58,EVET,1.58,HAYIR,2,8,PENGD,BIST,5.83,HAYIR,HAYIR,37.52
0.19,HAYIR,127.28,HAYIR,0.0,EVET,1.22,HAYIR,2.41,EVET,2.53,HAYIR,2,8,GEDIK,BIST,22.76,HAYIR,HAYIR,5.85
43.02,EVET,173.26,HAYIR,440.41,HAYIR,3.03,HAYIR,1.78,EVET,-1.08,HAYIR,2,8,PEKGY,BIST,-231.87,HAYIR,HAYIR,
73.59,EVET,79.2,HAYIR,,,1.04,HAYIR,-1.51,EVET,4.6,HAYIR,2,8,PANW,NASDAQ,,,,
94.2,EVET,83.68,HAYIR,,,5.43,HAYIR,-1.67,EVET,2.86,HAYIR,2,8,ARM,NASDAQ,,,,
-4.27,HAYIR,-2570.94,EVET,194.5,HAYIR,1.93,EVET,,,-2.99,HAYIR,2,8,PAMEL,BIST,-24.05,HAYIR,HAYIR,
16.28,HAYIR,73.41,HAYIR,11.16,EVET,1.04,HAYIR,3.45,EVET,-11.96,HAYIR,2,8,OTKAR,BIST,-10.93,HAYIR,HAYIR,
15.98,HAYIR,149.41,HAYIR,2.85,EVET,2.59,HAYIR,0.79,EVET,-0.09,HAYIR,2,8,OSTIM,BIST,-191.72,HAYIR,HAYIR,
50.94,EVET,66.08,HAYIR,6.18,EVET,1.32,HAYIR,4.87,HAYIR,1.87,HAYIR,2,8,EQIX,NASDAQ,,,,
16.53,HAYIR,29.75,EVET,3.11,EVET,0.43,HAYIR,4.32,HAYIR,-11.8,HAYIR,2,8,MAR,NASDAQ,,,,
11.22,HAYIR,240.85,HAYIR,1.6,EVET,2.57,HAYIR,-2.94,EVET,0.29,HAYIR,2,8,ODINE,BIST,3024.29,HAYIR,HAYIR,5.26
21.4,HAYIR,73.96,HAYIR,10.75,EVET,2.35,HAYIR,-0.09,EVET,4.22,HAYIR,2,8,ODAS,BIST,3.26,HAYIR,HAYIR,46.57
12.58,HAYIR,73.26,HAYIR,0.05,EVET,4.65,HAYIR,2.51,EVET,-7.97,HAYIR,2,8,OBAMS,BIST,-6.45,HAYIR,HAYIR,
26.69,HAYIR,46.3,HAYIR,1.16,EVET,4.45,HAYIR,-1.44,EVET,0.64,HAYIR,2,8,NUHCM,BIST,70.86,HAYIR,HAYIR,102.89
38.58,HAYIR,31.27,HAYIR,6.81,EVET,0.62,HAYIR,-0.16,EVET,1.54,HAYIR,2,8,NTHOL,BIST,4.76,HAYIR,HAYIR,217.9
43.79,EVET,86.19,HAYIR,13.07,EVET,3.72,HAYIR,,,-93.83,HAYIR,2,8,NIBAS,BIST,-1.84,HAYIR,HAYIR,
0.6,HAYIR,1494.67,HAYIR,4.63,EVET,0.95,HAYIR,1.5,EVET,-3.2,HAYIR,2,8,SILVR,BIST,-4.55,HAYIR,HAYIR,
27.12,HAYIR,105.07,HAYIR,12.81,EVET,1.26,HAYIR,1.88,EVET,1.7,HAYIR,2,8,SISE,BIST,8.2,HAYIR,HAYIR,133.44
-204.37,HAYIR,-154.31,EVET,125.43,HAYIR,0.4,HAYIR,-2.03,EVET,-11.11,HAYIR,2,8,SMART,BIST,-5.8,HAYIR,HAYIR,
53.5,EVET,46.13,HAYIR,99.24,HAYIR,2.9,HAYIR,1.51,EVET,-0.03,HAYIR,2,8,SNGYO,BIST,-300.45,HAYIR,HAYIR,
-5.1,HAYIR,-213.94,EVET,19.26,HAYIR,0.97,HAYIR,-4.48,EVET,-17.73,HAYIR,2,8,ZOREN,BIST,-0.36,HAYIR,HAYIR,
-43.85,HAYIR,-101.89,EVET,70.18,HAYIR,0.22,HAYIR,0.72,EVET,-1.16,HAYIR,2,8,ZEDUR,BIST,-17.38,HAYIR,,
38.65,HAYIR,36.64,HAYIR,4.47,EVET,1.37,HAYIR,2.12,EVET,-6.84,HAYIR,2,8,YKSLN,BIST,-7.85,HAYIR,HAYIR,
35.12,HAYIR,74.78,HAYIR,5.7,EVET,1.11,HAYIR,1.89,EVET,-0.25,HAYIR,2,8,YATAS,BIST,-63.55,HAYIR,HAYIR,
5.61,HAYIR,211.12,HAYIR,2.32,EVET,2.43,HAYIR,2.36,EVET,-2.98,HAYIR,2,8,YAPRK,BIST,-63.82,HAYIR,HAYIR,
43.11,EVET,37.95,HAYIR,0.04,EVET,4.03,HAYIR,,,0.63,HAYIR,2,8,VKGYO,BIST,15.32,HAYIR,HAYIR,4.41
68.54,EVET,36.45,HAYIR,0.12,EVET,54.22,HAYIR,15.93,HAYIR,-1.16,HAYIR,2,8,VKFYO,BIST,-409.28,HAYIR,HAYIR,
4.44,HAYIR,241.57,HAYIR,8.33,EVET,0.82,HAYIR,-21.71,EVET,-8.17,HAYIR,2,8,VESBE,BIST,-0.98,HAYIR,HAYIR,
-0.66,HAYIR,-2691.04,EVET,45.8,HAYIR,5.44,HAYIR,0.46,EVET,4.44,HAYIR,2,8,VERUS,BIST,27.64,HAYIR,HAYIR,342.42
36.54,HAYIR,33.99,HAYIR,0.21,EVET,1.37,HAYIR,0.47,EVET,16.78,HAYIR,2,8,VBTYZ,BIST,4.25,HAYIR,HAYIR,129.12
2.08,HAYIR,97.62,HAYIR,1.34,EVET,1.07,HAYIR,1.04,EVET,0.4,HAYIR,2,8,ULUUN,BIST,28.99,HAYIR,HAYIR,6.78
23.81,HAYIR,20.88,EVET,20.53,HAYIR,0.96,HAYIR,0.97,EVET,14.31,HAYIR,2,8,ULUSE,BIST,152.63,HAYIR,HAYIR,30.13
10.09,HAYIR,62.73,HAYIR,3.75,EVET,1.4,HAYIR,-0.41,EVET,2.11,HAYIR,2,8,TUPRS,BIST,15.73,HAYIR,HAYIR,395.08
11.21,HAYIR,86.88,HAYIR,11.65,EVET,1.22,HAYIR,0.97,EVET,-2.76,HAYIR,2,8,TTRAK,BIST,-24.97,HAYIR,HAYIR,
39.95,HAYIR,41.88,HAYIR,16.41,HAYIR,1.52,EVET,1.02,EVET,0.78,HAYIR,2,8,TTKOM,BIST,32.12,HAYIR,HAYIR,46.54
-80.52,HAYIR,-44.43,EVET,31.23,HAYIR,0.76,HAYIR,-0.16,EVET,-7.78,HAYIR,2,8,TSPOR,BIST,-4.46,HAYIR,,
41.94,EVET,58.58,HAYIR,,,1.08,HAYIR,2.52,EVET,0.61,HAYIR,2,8,TSGYO,BIST,33.23,HAYIR,HAYIR,5.1
33.65,HAYIR,24.32,EVET,23.57,HAYIR,1.16,HAYIR,1.36,EVET,6.23,HAYIR,2,8,TRILC,BIST,5.39,HAYIR,HAYIR,72.71
20.12,HAYIR,71.87,HAYIR,0.34,EVET,2.16,HAYIR,-0.7,EVET,1.02,HAYIR,2,8,TSLA,NASDAQ,,,,
24.67,HAYIR,81.49,HAYIR,0.37,EVET,0.79,HAYIR,1.35,EVET,4.25,HAYIR,2,8,WMT,NASDAQ,,,,
12.96,HAYIR,66.9,HAYIR,0.08,EVET,5.29,HAYIR,0.61,EVET,-1.14,HAYIR,2,8,TLMAN,BIST,-29.92,HAYIR,HAYIR,
12.98,HAYIR,75.04,HAYIR,6.47,EVET,0.83,HAYIR,0.62,EVET,-133.77,HAYIR,2,8,TKNSA,BIST,-1.17,HAYIR,HAYIR,
7.44,HAYIR,42.3,HAYIR,3.5,EVET,0.75,HAYIR,2.07,EVET,-7.36,HAYIR,2,8,TKFEN,BIST,-3.15,HAYIR,HAYIR,
22.11,HAYIR,33.18,HAYIR,2.2,EVET,0.98,HAYIR,1.38,EVET,6.76,HAYIR,2,8,THYAO,BIST,73.46,HAYIR,HAYIR,99.17
52.16,EVET,32.31,HAYIR,,,1.26,HAYIR,-0.65,EVET,14.48,HAYIR,2,8,ASML,NASDAQ,,,,
12.76,HAYIR,70.65,HAYIR,0.05,EVET,1.06,HAYIR,-1.11,EVET,6.34,HAYIR,2,8,COST,NASDAQ,,,,
84.65,EVET,51.68,HAYIR,,,7.11,HAYIR,-0.43,EVET,8.24,HAYIR,2,8,PLTR,NASDAQ,,,,
17.38,HAYIR,80.78,HAYIR,10.69,EVET,1.23,HAYIR,2.07,EVET,1.2,HAYIR,2,8,TATGD,BIST,22.77,HAYIR,HAYIR,19.2
19.32,HAYIR,114.47,HAYIR,2.04,EVET,0.86,HAYIR,0.22,EVET,-1.05,HAYIR,2,8,SOKM,BIST,-23.3,HAYIR,HAYIR,
73.54,EVET,88.54,HAYIR,6.76,EVET,0.86,HAYIR,4.04,HAYIR,0.21,HAYIR,2,8,SNPS,NASDAQ,,,,
5.99,HAYIR,156.97,HAYIR,1.95,EVET,2.08,HAYIR,0.12,EVET,7.57,HAYIR,2,8,MTRKS,BIST,8.57,HAYIR,HAYIR,62.34
82.47,EVET,88.26,HAYIR,,,1.38,HAYIR,-32.09,EVET,4.16,HAYIR,2,8,ABNB,NASDAQ,,,,
55.15,EVET,51.74,HAYIR,,,5.91,HAYIR,-1.2,EVET,4.82,HAYIR,2,8,MPWR,NASDAQ,,,,
14.78,HAYIR,70.9,HAYIR,7.55,EVET,0.8,HAYIR,1.78,EVET,-4.78,HAYIR,2,8,KAREL,BIST,-29.35,HAYIR,HAYIR,
-48.81,HAYIR,-150.4,EVET,9.97,EVET,0.71,HAYIR,5.99,HAYIR,2.4,HAYIR,2,8,XEL,NASDAQ,,,,
2.54,HAYIR,79.33,HAYIR,4.97,EVET,0.64,HAYIR,2.74,EVET,-0.19,HAYIR,2,8,IZMDC,BIST,-70.16,HAYIR,HAYIR,
48.49,EVET,34.33,HAYIR,18.5,HAYIR,1.65,EVET,75.45,HAYIR,-1.4,HAYIR,2,8,ISGYO,BIST,-7.2,HAYIR,HAYIR,
35.81,HAYIR,62.44,HAYIR,1.63,EVET,0.8,HAYIR,1.49,EVET,13.13,HAYIR,2,8,CCEP,NASDAQ,,,,
35.62,HAYIR,62.74,HAYIR,12.36,EVET,1.49,HAYIR,0.19,EVET,-3.14,HAYIR,2,8,IMASM,BIST,-10.23,HAYIR,HAYIR,
13.06,HAYIR,163.34,HAYIR,11.82,EVET,2.12,HAYIR,0.08,EVET,9.7,HAYIR,2,8,IHYAY,BIST,2.87,HAYIR,HAYIR,15.15
12.22,HAYIR,187.36,HAYIR,10.44,EVET,4.04,HAYIR,-1.11,EVET,-16.23,HAYIR,2,8,IHLAS,BIST,-1.0,HAYIR,HAYIR,
14.31,HAYIR,37.25,HAYIR,1.35,EVET,4.02,HAYIR,0.26,EVET,0.6,HAYIR,2,8,IHEVA,BIST,17.21,HAYIR,HAYIR,3.17
15.98,HAYIR,53.18,HAYIR,9.02,EVET,1.11,HAYIR,-0.37,EVET,-17.09,HAYIR,2,8,IEYHO,BIST,-28.65,HAYIR,HAYIR,
80.39,EVET,98.78,HAYIR,0.27,EVET,3.38,HAYIR,6.34,HAYIR,1.25,HAYIR,2,8,DDOG,NASDAQ,,,,
24.89,HAYIR,64.15,HAYIR,1.79,EVET,1.32,HAYIR,1.05,EVET,3.38,HAYIR,2,8,ESLT,NASDAQ,,,,
67.61,EVET,108.43,HAYIR,24.66,HAYIR,0.46,HAYIR,3.78,EVET,-13.55,HAYIR,2,8,CRWV,NASDAQ,,,,
18.75,HAYIR,85.72,HAYIR,2.53,EVET,0.91,HAYIR,2.24,EVET,1.38,HAYIR,2,8,HRKET,BIST,16.46,HAYIR,HAYIR,95.89
9.12,HAYIR,106.12,HAYIR,5.16,EVET,1.16,HAYIR,1.18,EVET,-1.83,HAYIR,2,8,HOROZ,BIST,-18.13,HAYIR,HAYIR,
87.73,EVET,40.58,HAYIR,54.9,HAYIR,1.21,HAYIR,0.48,EVET,1.18,HAYIR,2,8,HKTM,BIST,25.99,HAYIR,HAYIR,11.12
-16.71,HAYIR,-458.45,EVET,52.43,HAYIR,0.53,HAYIR,-1.3,EVET,-11.2,HAYIR,2,8,HEKTS,BIST,-4.12,HAYIR,HAYIR,
,,,,0.56,EVET,0.21,HAYIR,0.13,EVET,6.22,HAYIR,2,8,HEDEF,BIST,282.44,HAYIR,HAYIR,9.34
,,,,0.03,EVET,3.79,HAYIR,0.0,EVET,9.75,HAYIR,2,8,HDFGS,BIST,2.48,HAYIR,HAYIR,31.96
57.25,EVET,32.89,HAYIR,21.9,HAYIR,1.12,HAYIR,3.06,EVET,-4.69,HAYIR,2,8,HATEK,BIST,-3.26,HAYIR,HAYIR,
37.97,HAYIR,45.23,HAYIR,3.73,EVET,2.47,HAYIR,1.08,EVET,0.78,HAYIR,2,8,GWIND,BIST,31.97,HAYIR,HAYIR,20.23
44.63,EVET,30.41,HAYIR,4.05,EVET,2.72,HAYIR,7.26,HAYIR,-0.26,HAYIR,2,8,GSDHO,BIST,-36.36,HAYIR,HAYIR,
35.98,HAYIR,6.68,EVET,17.94,HAYIR,5.3,HAYIR,1.21,EVET,-1.11,HAYIR,2,8,GSDDE,BIST,-13.06,HAYIR,HAYIR,
38.45,HAYIR,30.35,HAYIR,1.99,EVET,0.64,HAYIR,0.51,EVET,2.83,HAYIR,2,8,TRI,NASDAQ,,,,
71.36,EVET,61.03,HAYIR,28.64,HAYIR,0.82,HAYIR,3.02,EVET,3.36,HAYIR,2,8,FITB,NASDAQ,,,,
44.78,EVET,40.59,HAYIR,10.89,EVET,1.34,HAYIR,4.44,HAYIR,5.65,HAYIR,2,8,GLYHO,BIST,11.31,HAYIR,HAYIR,32.73
2.36,HAYIR,71.52,HAYIR,0.74,EVET,1.16,HAYIR,1.85,EVET,-5.33,HAYIR,2,8,GLBMD,BIST,-12.08,HAYIR,HAYIR,
20.61,HAYIR,31.23,HAYIR,0.66,EVET,2.63,HAYIR,1.17,EVET,0.64,HAYIR,2,8,GESAN,BIST,58.96,HAYIR,HAYIR,18.85
33.69,HAYIR,31.63,HAYIR,12.43,EVET,2.02,HAYIR,0.57,EVET,10.26,HAYIR,2,8,GEREL,BIST,10.11,HAYIR,HAYIR,75.76
-21.62,HAYIR,-200.85,EVET,10.13,EVET,0.92,HAYIR,6.43,HAYIR,2.06,HAYIR,2,8,EXC,NASDAQ,,,,
-17.36,HAYIR,-194.41,EVET,49.56,HAYIR,1.45,HAYIR,-6.46,EVET,-2.46,HAYIR,2,8,KAYSE,BIST,-3.54,HAYIR,HAYIR,
10.68,HAYIR,57.03,HAYIR,5.17,EVET,1.25,HAYIR,1.48,EVET,0.23,HAYIR,2,8,MOBTL,BIST,158.19,HAYIR,HAYIR,1.69
