Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse,BKM_Filtre,FGBK_Filtre,FGG_Filtre,FK_Filtre,FS_Filtre,CO_Filtre,NB_Filtre,ROE_Filtre,EPS_Artis_Filtre,Icsel_Deger,Toplam_Gecilen
,,,1378.73,,,-9.05,-0.424,-9.17,ICBCT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,53.13,,,18.59,1.0358,3.75,ICBCT,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,102.4,1
,10.42,96.56,0.03,4.02,-0.49,-2.8,-0.0315,-22.26,ICUGS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,27.72,84.73,3.28,3.14,-0.26,-5.64,-0.0658,-10.64,ICUGS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,99.08,9.62,0.49,3.91,0.05,21.54,0.343,2.04,ICUGS,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,33.91,6
,,,,,,,,,IDGYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,IDGYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,-448.11,-386.83,,0.7,3.14,-4.55,-0.1053,-9.05,IDGYO,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,100.0,668.44,278.63,0.74,6.5,-2.0,-0.038,-25.05,IDGYO,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,100.0,415.46,108.21,0.71,149.85,-1.8,-0.0358,-26.63,IDGYO,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,-27.03,-60.96,14.66,0.64,-16.46,-7.57,-0.1503,-6.34,IDGYO,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-48.3,-850.45,238.66,0.21,0.42,23.02,0.6221,1.53,IDGYO,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,61.5,4
,14.27,74.73,6.16,1.01,-9.92,-1.32,-0.0577,-380.6,IEYHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,27.44,39.81,11.67,1.04,0.59,-2.16,-0.0997,-220.23,IEYHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,15.98,53.18,9.02,1.11,-0.37,-17.09,-0.7667,-28.65,IEYHO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,IHAAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,16.95,96.67,8.25,2.87,0.15,-1.52,-0.0278,-758.7,IHAAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-22.58,-23.93,17.21,3.11,-0.06,1.22,0.0319,659.68,IHAAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,3.15,2
,-16.48,-165.98,14.88,2.38,0.2,-16.46,-0.3132,-67.29,IHAAS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-0.62,-2935.28,14.64,2.44,0.37,-4.51,-0.086,-245.1,IHAAS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,12.64,103.34,21.73,2.81,0.22,1.15,0.0239,881.44,IHAAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2.36,1
,,,,,,,,,IHEVA,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,16.4,46.63,1.17,3.91,-0.37,2.03,0.0781,7.07,IHEVA,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,7.72,3
,14.5,50.53,0.08,4.71,0.03,6.31,0.2755,2.01,IHEVA,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,27.24,3
,12.94,73.58,3.43,3.96,0.29,-0.44,-0.0211,-26.16,IHEVA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,11.72,59.18,1.87,3.41,3.19,-4.27,-0.2119,-2.61,IHEVA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,14.31,37.25,1.35,4.02,0.26,0.6,0.0321,17.21,IHEVA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,3.17,2
,,,,,,,,,IHGZT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,IHGZT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,20.31,75.57,13.63,2.14,0.05,8.91,0.4314,0.85,IHGZT,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,42.65,3
,18.06,120.71,6.77,2.13,3.19,-1.94,-0.0775,-4.71,IHGZT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,17.88,142.18,12.38,1.82,-0.45,-6.18,-0.2562,-1.42,IHGZT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,26.17,68.42,7.01,1.68,0.23,-0.05,-0.0023,-156.73,IHGZT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,14.04,124.77,13.71,5.02,0.04,9.13,0.4682,0.78,IHGZT,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,46.28,3
,,,,,,,,,IHLAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,5.16,418.49,5.39,5.03,-1.47,2.7,0.0934,5.49,IHLAS,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,9.23,3
,22.56,92.74,14.29,4.84,-1.67,-11.87,-0.4033,-1.27,IHLAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,13.32,205.9,8.96,4.81,0.44,-4.47,-0.1585,-3.23,IHLAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,7.31,432.01,9.55,4.46,-0.47,-14.14,-0.4686,-1.09,IHLAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,12.22,187.36,10.44,4.04,-1.11,-16.23,-0.5144,-1.0,IHLAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,IHLGM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,50.4,104.61,26.01,3.17,0.09,-13.34,-0.1276,-4.02,IHLGM,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,19.02,133.4,16.96,3.23,0.01,-24.54,-0.2037,-2.52,IHLGM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,26.98,166.09,33.5,3.58,0.01,27.9,0.3547,1.44,IHLGM,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,35.06,3
,14.02,512.6,44.15,2.93,0.01,-20.36,-0.2275,-2.25,IHLGM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,24.8,128.61,30.25,2.8,-0.03,-3.57,-0.0412,-12.44,IHLGM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,,,,,,,,,IHYAY,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,IHYAY,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,14.49,158.0,1.67,1.75,0.13,2.32,0.0546,8.06,IHYAY,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,5.4,4
,8.36,345.2,3.85,1.51,-0.14,-16.13,-0.2768,-1.59,IHYAY,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,6.73,410.01,4.35,1.29,-0.48,-16.83,-0.2321,-1.9,IHYAY,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,17.45,128.45,4.17,1.19,-0.67,-26.84,-0.3437,-1.28,IHYAY,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,13.06,163.34,11.82,2.12,0.08,9.7,0.1533,2.87,IHYAY,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,15.15,3
,46.37,51.37,4.7,1.42,-0.03,4.81,0.0652,14.41,IMASM,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.45,4
,41.11,48.54,3.45,1.62,0.08,6.89,0.1072,8.77,IMASM,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,10.6,5
,38.72,54.02,2.65,1.58,0.17,4.28,0.1089,8.63,IMASM,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,10.77,4
,37.88,67.43,17.24,1.58,-0.2,-8.11,-0.224,-4.2,IMASM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,2
,35.62,62.74,12.36,1.49,0.19,-3.14,-0.0919,-10.23,IMASM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,INDES,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,,1
,6.21,29.28,5.7,1.18,0.02,1.09,0.0633,35.84,INDES,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECTI,6.26,4
,3.68,35.32,4.84,1.17,-0.33,1.34,0.0839,27.03,INDES,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECTI,8.29,3
,5.45,37.3,6.0,1.19,-0.0,1.74,0.1226,18.5,INDES,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECTI,12.12,3
,4.84,47.75,5.5,1.19,-0.12,1.95,0.149,15.22,INDES,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECTI,14.73,3
,5.36,32.18,5.67,1.19,-0.02,5.64,0.4711,4.81,INDES,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECTI,46.57,4
,,,,,,,,,INTEM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,51.7,89.74,39.89,1.26,0.04,3.68,1.3282,50.54,INTEM,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,131.3,2
,41.59,204.86,1.67,1.62,-0.03,-9.4,-4.2124,-15.93,INTEM,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,4
,59.64,142.66,1.99,1.29,0.64,-7.6,-2.6609,-25.23,INTEM,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,56.54,62.92,42.01,1.25,0.06,7.92,3.1845,21.08,INTEM,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,314.81,2
,43.18,96.91,9.49,1.46,-0.3,-3.57,-1.5795,-42.5,INTEM,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,INVEO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,100.0,-2.03,-6.58,0.06,-0.13,-26.13,-1.7445,-1.09,INVEO,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,101.34,-1.06,-5.76,0.03,0.32,7.23,0.5679,3.35,INVEO,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,56.14,5
,100.0,-1.22,-10.5,0.13,-0.36,-12.65,-0.9716,-1.96,INVEO,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,99.98,0.19,2.02,0.1,0.05,48.3,7.6061,0.25,INVEO,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,751.92,6
,100.95,-0.26,-2.9,0.07,-0.1,-34.3,-4.3236,-0.44,INVEO,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,,,,,,,,,ISATR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ISATR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,192.57,,,3.36,10690450.0,0.12,ISATR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,1056827342.86,1
,,,222.73,,,3.73,12170192.0,0.1,ISATR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,1203110409.14,1
,,,186.06,,,4.96,17868291.0,0.07,ISATR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,1766408196.0,1
,,,124.29,,,3.7,14088650.0,0.09,ISATR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,1392763685.71,1
,,,126.44,,,5.55,23746201.0,0.05,ISATR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,2347481584.57,1
,,,,,,,,,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,192.57,,,3.36,368636.2069,0.28,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,36442322.17,1
,,,222.73,,,3.73,419661.7931,0.24,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,41486565.83,1
,,,186.06,,,4.96,616147.9655,0.17,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,60910627.45,1
,,,124.29,,,3.7,485815.5172,0.21,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,48026333.99,1
,,,126.44,,,5.55,818834.5172,0.13,ISBTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,80947640.84,1
,,,,,,,,,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,192.57,,,3.36,0.4276,8.43,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,42.27,1
,,,222.73,,,3.73,0.4868,7.41,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,48.12,1
,,,186.06,,,4.96,0.7147,5.04,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,70.65,1
,,,124.29,,,3.7,0.5635,6.4,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,55.71,1
,,,126.44,,,5.55,0.9498,3.8,ISCTR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,93.89,1
,,,,,,,,,ISFIN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,,1
,,,203.67,,,4.83,0.5391,9.06,ISFIN,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,53.29,2
,,,165.81,,,6.1,0.7768,6.29,ISFIN,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,76.79,2
,,,175.3,,,6.92,0.9072,5.38,ISFIN,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,89.68,2
,,,188.95,,,9.83,1.3906,3.51,ISFIN,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,137.47,2
,,,150.63,,,9.17,1.5924,3.07,ISFIN,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECTI,157.42,2
,,,,,,,,,ISGYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,26.98,26.67,66.1,0.56,2.47,-0.88,-0.3611,-14.68,ISGYO,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,27.71,74.35,52.71,0.63,0.76,-2.96,-1.5782,-3.36,ISGYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,48.55,27.13,69.01,1.09,-0.07,-2.08,-0.916,-5.79,ISGYO,GECTI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,53.9,21.73,40.17,1.41,0.17,2.83,1.3586,3.9,ISGYO,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,134.31,4
,48.49,34.33,18.5,1.65,75.45,-1.4,-0.7362,-7.2,ISGYO,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,2
,,,,,,,,,ISMEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ISMEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,2.42,14.49,0.02,1.64,-0.44,7.23,1.2818,8.73,ISMEN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,126.72,5
,2.01,29.1,0.21,1.32,0.08,5.18,0.7594,14.73,ISMEN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,75.07,4
,1.4,29.9,0.19,1.37,0.02,7.3,1.2326,9.07,ISMEN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,121.85,4
,2.04,32.55,0.24,1.42,0.12,5.28,1.0094,11.08,ISMEN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,99.79,3
,2.35,29.2,0.26,1.39,0.59,8.17,1.7637,6.34,ISMEN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,174.35,4
,,,,,,,,,ISYAT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ISYAT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,3.76,51.18,0.05,234.42,-7.63,0.65,0.0271,78.59,ISYAT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2.68,2
,13.35,23.78,0.14,83.12,1.41,-4.02,-0.1367,-15.6,ISYAT,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,23.06,22.72,0.2,21.36,-1.83,0.6,0.0217,98.15,ISYAT,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2.15,3
,20.71,21.92,0.15,276.66,2.88,-0.86,-0.0332,-64.16,ISYAT,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,26.41,16.76,0.13,225.06,-0.42,4.51,0.1908,11.18,ISYAT,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,18.86,4
,,,,,,,,,IZENR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,IZENR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,25.32,4.09,0.96,7.66,0.43,0.03,0.002,1249.91,IZENR,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,0.2,3
,14.06,25.58,2.54,6.16,0.95,-2.43,-0.1325,-18.64,IZENR,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,4.01,85.11,1.23,3.02,-8.92,0.64,0.037,66.78,IZENR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,3.66,2
,32.51,8.83,5.65,7.63,0.23,3.47,0.2246,11.0,IZENR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,22.2,4
,16.21,0.79,1.14,7.81,-0.08,2.47,0.1711,14.43,IZENR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,16.91,4
,,,,1.94,,,,,IZFAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,IZFAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,266.21,51.19,154.78,1.93,1.07,14.88,0.1695,78.59,IZFAS,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,16.76,3
,12.0,146.85,1.84,1.8,-1.58,-10.9,-0.125,-106.56,IZFAS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,35.95,49.4,,1.64,1.47,-14.89,-0.1568,-85.0,IZFAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,2
,-0.09,-9534.62,26.47,1.64,1.53,-14.19,-0.1415,-94.2,IZFAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,9.48,348.2,0.0,7.12,,2.25,0.2623,57.52,IZINV,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,25.93,1
,64.49,115.48,0.76,5.32,-0.61,-3.32,-0.6056,-24.91,IZINV,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,VERI_YOK,,3
,,,,,,,,,IZMDC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,-11.49,-11.03,4.05,0.66,7.09,-6.79,-0.7884,-2.11,IZMDC,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
