Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse,BKM_Filtre,FGBK_Filtre,FGG_Filtre,FK_Filtre,FS_Filtre,CO_Filtre,NB_Filtre,ROE_Filtre,EPS_Artis_Filtre,Icsel_Deger,Toplam_Gecilen
,22.29,37.9,7.46,2.56,-0.05,8.45,0.1953,7.24,EKOS,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,19.31,3
,18.01,39.45,5.28,2.71,-0.76,2.84,0.07,20.21,EKOS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.92,2
,5.82,803.21,7.83,2.3,0.91,-4.25,-0.1104,-12.82,EKOS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,13.09,35.07,16.65,2.48,0.09,2.11,0.0593,23.85,EKOS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,5.86,1
,14.65,125.95,10.62,2.47,0.89,-1.78,-0.0528,-26.82,EKOS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,EKSUN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,5.66,221.55,5.78,1.62,8.24,-9.42,-0.3253,-4.13,EKSUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,2
,7.59,145.22,,1.49,-1.12,-11.73,-0.3919,-3.43,EKSUN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,11.34,87.78,5.52,1.42,4.7,-4.07,-0.1446,-9.29,EKSUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,10.93,98.12,5.74,1.55,2.09,-1.67,-0.0616,-21.8,EKSUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,10.24,106.25,5.26,1.31,5.69,-5.48,-0.2058,-6.52,EKSUN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,ELITE,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,56.86,38.71,3.2,2.65,0.23,9.37,0.8232,8.67,ELITE,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,81.38,4
,44.69,69.97,5.67,3.12,0.14,0.54,0.0644,110.8,ELITE,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.37,3
,41.74,62.31,2.16,3.49,0.11,4.2,0.5452,13.09,ELITE,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,53.9,4
,47.59,57.33,1.31,3.29,-0.18,5.57,0.8003,8.92,ELITE,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,79.12,4
,50.92,60.77,2.69,3.04,0.47,1.58,0.2565,27.82,ELITE,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,25.36,3
,,,,,,,,,EMKEL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,43.92,49.07,3.01,1.33,0.42,1.65,0.0885,52.14,EMKEL,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,8.75,3
,29.23,71.19,10.83,1.33,0.71,-1.33,-0.0701,-65.79,EMKEL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,19.6,157.21,0.46,1.14,-0.3,-13.6,-0.6911,-6.67,EMKEL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,30.15,207.31,48.53,1.44,0.47,12.57,0.7744,5.96,EMKEL,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,76.55,2
,37.6,81.59,0.98,1.42,-1.9,-1.52,-0.0988,-46.68,EMKEL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,ENERY,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,0.97,492.27,1.85,0.26,1.15,1.99,0.0524,41.53,ENERY,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,5.18,2
,10.96,16.42,0.66,0.64,-0.16,-0.4,-0.0118,-184.61,ENERY,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,15.5,22.2,0.53,0.68,-0.42,4.75,0.1613,13.5,ENERY,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,15.95,4
,12.59,23.6,1.28,0.58,-0.88,3.76,0.1862,11.7,ENERY,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,18.41,4
,2.43,167.45,2.1,0.5,-0.57,1.86,0.0999,21.79,ENERY,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,9.88,2
,,,,,,,,,ENKAI,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ENKAI,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,28.01,22.06,3.8,2.91,-0.87,2.24,1.0682,22.47,ENKAI,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,105.6,3
,26.87,32.66,1.01,2.99,-1.28,1.3,0.6916,34.7,ENKAI,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,68.37,2
,27.53,15.34,2.29,2.85,-0.47,3.74,2.1025,11.42,ENKAI,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,207.85,4
,19.08,15.66,0.95,3.02,-0.72,3.12,1.8874,12.72,ENKAI,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,186.58,4
,22.66,29.14,3.88,3.79,-1.14,2.1,1.3358,17.97,ENKAI,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,132.05,3
,,,,,,,,,ENSRI,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,13.24,64.07,8.56,1.7,2.91,-7.35,-0.126,-75.18,ENSRI,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,-16.08,-170.12,7.19,1.69,0.2,20.23,0.4246,22.3,ENSRI,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECTI,GECMEDI,41.97,5
,2.05,899.7,5.6,1.7,13.23,-3.33,-0.0744,-127.35,ENSRI,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECMEDI,GECMEDI,GECMEDI,,2
,12.35,182.14,9.53,1.72,2.61,0.83,0.0197,480.13,ENSRI,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,1.95,3
,10.35,205.73,5.05,1.77,2.99,-0.23,-0.0059,-1606.61,ENSRI,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,16.07,49.53,2.57,2.12,7.4,1.8,2.2201,20.29,ERBOS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,219.47,1
,1.64,387.42,3.77,2.41,-2.85,-3.98,-5.0472,-8.93,ERBOS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,7.64,90.33,0.69,2.2,-1.59,-3.33,-4.3561,-10.34,ERBOS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,20.02,72.4,16.46,1.17,2.74,0.51,0.2207,60.26,ERCB,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,21.82,1
,9.35,134.47,13.74,1.21,4.39,-0.26,-0.1146,-116.03,ERCB,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,19.98,85.01,10.03,1.21,3.11,-0.37,-0.1686,-78.89,ERCB,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,23.41,43.27,14.61,0.9,3.77,-1.19,-0.2201,-60.43,ERCB,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,28.33,51.92,27.38,1.11,2.01,0.17,0.0396,335.91,ERCB,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,3.91,1
,,,,,,,,,EREGL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,8.88,48.43,6.46,2.17,3.19,0.35,0.1191,60.24,EREGL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,11.77,2
,4.37,95.81,5.65,2.4,1.79,1.14,0.4008,17.9,EREGL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,39.62,2
,7.1,57.77,4.78,2.62,2.7,0.17,0.0634,113.11,EREGL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.27,2
,9.34,62.53,6.4,2.35,4.54,0.49,0.1944,36.91,EREGL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,19.22,1
,11.03,41.41,4.09,2.14,1.8,-0.65,-0.2785,-25.76,EREGL,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,ERSU,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,27.25,95.08,4.02,5.33,,5.2,0.5363,10.83,ERSU,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,53.02,2
,21.97,29.92,24.32,9.3,-3.29,5.6,0.6522,8.91,ERSU,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,64.47,3
,-6.0,-147.94,3.79,14.45,1.59,-5.44,-0.6621,-8.78,ERSU,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-11.31,-354.97,1.39,15.61,0.01,-15.4,-1.7283,-3.36,ERSU,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-5.35,-141.0,,14.31,0.0,-5.24,-0.6005,-9.68,ERSU,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,ESCAR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,20.74,40.1,37.53,1.79,1.12,-0.79,-0.0923,-83.55,ESCAR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,2
,-1.73,-390.34,28.94,2.4,1.7,-2.53,-0.3075,-25.09,ESCAR,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-0.22,-3297.34,24.8,2.47,1.43,-0.31,-0.0406,-189.94,ESCAR,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-47.84,-25.33,29.69,3.04,0.59,-3.4,-0.4533,-17.02,ESCAR,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,21.83,79.21,37.44,2.78,-0.32,-19.63,-2.4122,-3.2,ESCAR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,,,,,,,,,ESCOM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ESCOM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,0.07,0.47,,-15.9,-0.374,-3.68,ESCOM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,55.37,0.44,,0.25,0.0064,215.8,ESCOM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,0.63,0
,,,,0.44,,0.11,0.0029,470.04,ESCOM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,0.29,0
,,,25.5,0.42,,-0.01,-0.0003,-4836.87,ESCOM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,0.0,0.38,,34.45,1.6236,0.85,ESCOM,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECTI,GECMEDI,160.5,3
,,,,,,,,,ESEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,56.75,53.39,37.65,0.8,-3.17,-9.65,-0.5114,-1.92,ESEN,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,25.48,137.97,33.27,0.71,-0.69,-3.25,-0.159,-6.16,ESEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,6.18,393.9,31.82,0.57,0.84,3.43,0.1902,5.15,ESEN,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,18.8,2
,37.47,52.58,62.15,0.54,2.36,0.15,0.0087,112.29,ESEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,0.86,1
,44.26,43.22,21.56,0.5,5.39,-2.36,-0.1457,-6.73,ESEN,GECTI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,ETILR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,12.53,129.8,15.09,1.19,3.74,0.55,0.0051,191.29,ETILR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,0.5,1
,14.5,19.76,1.37,1.35,0.62,16.79,0.2011,4.84,ETILR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,19.88,4
,6.7,54.21,1.01,1.18,4.67,-2.36,-0.0304,-32.03,ETILR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,3.51,6.63,2.31,1.18,4.64,-1.59,-0.0214,-45.39,ETILR,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,23.98,17.36,4.62,1.29,-4.15,-0.01,-0.0002,-6468.06,ETILR,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,ETYAT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ETYAT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,101.08,-74.06,-12.78,28.17,1.0,-2.37,-0.1038,-52.24,ETYAT,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,67.61,40.13,2.12,30.61,5.82,-2.67,-0.0971,-55.85,ETYAT,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,-238.77,-54.4,0.05,24.06,0.13,-16.41,-0.5401,-10.04,ETYAT,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,25.63,74.53,0.24,24.53,0.88,-3.87,-0.1314,-41.3,ETYAT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,35.32,127.06,2.42,17.94,0.37,-6.47,-0.2164,-25.07,ETYAT,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,EUPWR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,EUPWR,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,26.84,45.84,1.38,2.91,0.72,0.83,0.1493,58.62,EUPWR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,14.76,2
,22.75,35.41,1.09,3.42,0.22,2.13,0.3267,26.8,EUPWR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,32.3,2
,16.48,81.58,14.98,3.09,1.38,0.27,0.0437,200.22,EUPWR,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,4.32,2
,31.17,21.91,1.85,3.22,0.59,3.93,0.721,12.14,EUPWR,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,71.28,4
,18.61,28.65,0.1,2.61,1.23,-0.31,-0.0585,-149.63,EUPWR,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,EUREN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,EUREN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,18.7,63.83,5.92,1.98,2.09,4.92,0.2226,5.38,EUREN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,22.01,4
,20.28,28.12,6.19,1.75,0.57,4.82,0.1925,6.22,EUREN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,19.03,5
,4.13,237.56,9.31,1.63,0.79,5.14,0.1972,6.07,EUREN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,19.49,4
,16.8,36.65,2.15,1.63,0.95,3.33,0.1644,7.28,EUREN,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,16.25,4
,16.63,41.86,7.95,1.55,3.61,-4.06,-0.198,-6.05,EUREN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,EUYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,EUYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,100.5,-32.32,-0.31,37.92,4.85,-2.45,-0.1172,-36.87,EUYO,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,3
,67.18,35.46,0.24,46.61,-46.72,-0.97,-0.0389,-111.02,EUYO,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-20.74,-170.56,6.5,46.68,0.23,-14.04,-0.5232,-8.26,EUYO,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,28.64,48.88,0.07,34.62,-166.1,-1.34,-0.0528,-81.91,EUYO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,38.9,94.45,2.43,27.12,1.31,-4.42,-0.1758,-24.59,EUYO,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,45.39,16.54,5.65,1.85,0.3,5.15,0.7818,4.43,FADE,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,77.29,6
,31.36,26.88,2.84,1.82,0.34,2.62,0.4458,7.77,FADE,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,44.07,5
,15.45,75.46,0.61,1.72,-0.28,-8.48,-1.7952,-1.93,FADE,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,12.07,64.83,5.08,1.79,0.33,1.48,0.2672,12.96,FADE,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,26.41,4
,16.32,23.81,3.99,1.73,1.7,-0.42,-0.081,-42.74,FADE,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,4
,-10.71,-129.24,47.83,0.84,0.44,-99.97,0.0986,6.9,FENER,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,VERI_YOK,9.75,3
,-7.47,-100.32,19.14,0.84,0.81,10.26,-0.0121,-56.08,FENER,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,VERI_YOK,,2
,,,,,,,,,FENER,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,,0
,31.2,133.39,4.47,1.91,1.07,-2.13,-0.163,-16.71,FLAP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,17.67,25.78,0.66,3.72,-0.14,1.51,0.124,21.95,FLAP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,12.26,3
,19.48,256.92,0.25,3.14,1.5,1.41,0.1295,21.03,FLAP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,12.8,2
,23.92,83.6,0.15,2.43,-0.0,-0.01,-0.0006,-4344.86,FLAP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-5.82,-1525.93,3.9,1.81,-0.18,-0.77,-0.0793,-34.34,FLAP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,4
,,,,,,,,,FMIZP,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,16.3,5.76,0.04,6.03,-1.21,4.78,1.4446,51.4,FMIZP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,142.81,3
,19.23,23.15,0.03,6.83,-1.03,5.0,1.5367,48.32,FMIZP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,151.91,3
,12.39,29.49,1.34,6.03,-2.66,3.05,1.0897,68.14,FMIZP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,107.72,3
,14.69,21.54,0.06,7.24,-1.87,2.25,0.9174,80.93,FMIZP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,90.69,3
,21.12,82.93,1.01,9.15,-3.84,2.24,1.0479,70.86,FMIZP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,103.59,2
,,,,,,,,,FONET,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,FONET,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,15.31,59.25,2.32,1.24,-0.01,5.54,0.0665,17.93,FONET,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.57,2
